Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
Os01g0552500,NA,None,-0.367378962879168,0.391593617254466,,-0.456146556678979,0.319283030275949,,-0.943762880681441,0.019667462607153,,-0.255798412370822,0.584290188812395,,-0.170705948172997,0.709116223439196,,-0.512065148300601,0.258953116041076,
Os01g0553400,['not assigned.unknown'],LOC_Os01g37260,0.052637703048733,0.907649738276365,,0.145953626667816,0.747346598590034,,0.028449811269256,0.952514065677984,,0.249206868647318,0.530849820832289,,0.062946761151897,0.890336707811717,,-0.224389029267223,0.63535028641098,
Os01g0553600,['not assigned.unknown'],LOC_Os01g37280,-0.818006240295065,0.016771692984033,,-0.437900653685016,0.260401235268948,,-0.397591677163992,0.296428459385344,,0.045270218190401,0.925318558024763,,0.223986230358892,0.584353880330187,,0.042506813002487,0.9463741132256,
Os01g0555100,['signalling.G-proteins'],LOC_Os01g37460,-2.602735115903,0.000302517324905,Down,-3.8382315580162,1.63E-05,Down,-5.71088288554593,5.30E-06,Down,-2.9311127082974,7.48E-05,Down,-3.38198473080588,1.62E-08,Down,-4.69699698234001,3.29E-07,Down
Os01g0555200,['amino acid metabolism.synthesis.glutamate family.arginine.aspartate racemase'],LOC_Os01g37470,-0.167348789113586,0.684374614723256,,-0.009359292127154,0.985002897473845,,0.151999580427625,0.714523035309577,,0.49653285410807,0.151419226833557,,0.607668052211098,0.041458943405479,,0.835971194309225,0.010028820639135,
Os01g0555800,['misc.misc2'],LOC_Os01g37510,-1.59877394602275,0.004970872405535,Down,-1.14200643806385,0.062395054789405,,-1.38911496921077,0.016877695680024,Down,-0.166242496864549,0.817193903898657,,0.014745132209427,0.984194866698757,,-0.191778541294722,0.81688430943436,
Os01g0556400,['stress.abiotic.heat'],LOC_Os01g37560,1.16355231794962,0.004949088767997,Up,0.523491602634106,0.309131675523862,,0.773496917342699,0.086352651067413,,0.620386425224576,0.194310748063317,,0.38267624528283,0.431103086599343,,0.550322585380276,0.301322772591572,
Os01g0556650,NA,None,-2.42424981043991,8.12E-08,Down,-3.26747574315134,6.33E-13,Down,-3.66539650647406,4.99E-16,Down,-3.676182341311,3.38E-16,Down,-1.89329569425322,3.09E-06,Down,-3.51830024298833,7.24E-15,Down
Os01g0556700,['transport.peptides and oligopeptides'],LOC_Os01g37590,-2.36597309799947,1.16E-05,Down,-3.23153164832819,8.83E-09,Down,-4.11724496460583,1.32E-12,Down,-3.94219596833697,3.41E-12,Down,-1.91957267876737,5.26E-05,Down,-4.03830648383504,1.13E-12,Down
Os01g0557100,"['misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases']",LOC_Os01g37630,-1.60570255399977,0.058205565620951,,-2.30759464717369,0.008724760967441,Down,-1.63787279667539,0.054907094532509,,-1.9179812198434,0.023818829194266,Down,-1.37695534732671,0.073266719462538,,-1.11793986386542,0.251266942973978,
Os01g0557500,['transport.calcium'],LOC_Os01g37690,-3.28191055025295,2.99E-32,Down,-3.41839478365134,5.43E-31,Down,-2.56120797256524,1.34E-21,Down,-2.89895678880552,8.84E-27,Down,-1.83736343243587,4.17E-16,Down,-2.41537218860071,6.92E-20,Down
Os01g0558100,['misc.glutathione S transferases'],LOC_Os01g37750,-0.382437010835544,0.768753422129235,,-2.62351987461039,0.060718836547345,,-1.20130176159117,0.314743392994446,,-0.054587403695822,0.968894564890958,,-1.72486212413093,0.075550371880551,,-3.05997889167749,0.023580439256557,Down
Os01g0558600,['signalling.G-proteins'],LOC_Os01g37800,-0.30466764828601,0.244698205187023,,-0.25538561750672,0.362970320766305,,-0.208049277582138,0.457513123793908,,-0.623741255357125,0.008438431605051,,-0.031719542437057,0.928259530868767,,0.069602740685696,0.863446966361527,
Os01g0558700,['not assigned.unknown'],LOC_Os01g37810,0.372101528533869,0.804660257938031,,-0.186794230970022,0.925853478134857,,1.53915365325201,0.171455907240868,,0.047365738696689,0.977588774427852,,1.35075736922163,0.203023621580217,,1.4178710259414,0.255858478882988,
Os01g0558800,['not assigned.unknown'],LOC_Os01g37820,-0.871253730674024,0.003129196397118,,-1.22377891737632,5.15E-05,Down,-1.50722447033572,2.89E-07,Down,-0.972687840632295,0.000942540897246,,-1.05657035847039,1.89E-05,Down,-1.07388142415938,0.000287432387976,Down
Os01g0559000,['not assigned.unknown'],LOC_Os01g37832,0.000921444274751,0.997804071754453,,0.16494868560433,0.611622217293193,,0.051306396965648,0.883315899564334,,-0.076396914407322,0.825457276756768,,-0.222294843406159,0.41579410073541,,-0.166732681028917,0.644229191068747,
Os01g0559100,['protein.aa activation.serine-tRNA ligase'],LOC_Os01g37837,0.564164700462174,0.114602357287852,,0.633546021015417,0.092450500010236,,0.671624835185806,0.056759758446446,,0.690554649670927,0.047831800294275,,0.352428346889068,0.324352365924322,,-0.211117871674319,0.698631315527863,
Os01g0559525,NA,None,-0.564901400897744,0.194085189512934,,-0.637675565513181,0.170069464519736,,-0.769153114595925,0.075462437075273,,-0.756681844316331,0.07945889936786,,-0.497453988986516,0.203510199502807,,-0.589136421743663,0.21114950781434,
Os01g0559550,['development.unspecified'],LOC_Os01g37870,-0.199475737726506,0.78585495547562,,-0.624934763560345,0.393718327350153,,-0.708940477747166,0.289893994234022,,-0.146747366218558,0.851497346856859,,-0.387171750988923,0.542636652021199,,-0.340223651863961,0.680713480113655,
Os01g0559600,['protein.degradation'],LOC_Os01g37910,0.445539291047767,0.075605745903038,,0.424366844799368,0.099734729543014,,-0.026447092619962,0.940567179992509,,-0.185172196358126,0.536469011298874,,-0.090401388088801,0.784903413438762,,-0.18818853397947,0.580956134265506,
Os01g0559750,NA,None,0.634509087475316,0.266496694933326,,-1.43095156976604,0.007834716870668,Down,-1.44977895458276,0.005846116252347,Down,-1.94559437493953,0.00017562039661,Down,-0.323288544718942,0.617165847343471,,-0.97447430761835,0.097728116011776,
Os01g0559900,['not assigned.unknown'],LOC_Os01g37950,-0.561802851917213,0.210695466859157,,-1.52063691224775,0.000333105493372,Down,-1.36331355563531,0.00091789743846,Down,-0.891170487424651,0.037163277056654,,-0.491511022760275,0.249241806955351,,-0.265993806002273,0.654976525515668,
Os01g0560000,['hormone metabolism.auxin.synthesis-degradation'],LOC_Os01g37960,2.21125944914989,1.37E-17,Up,1.38130856521715,3.18E-07,Up,1.3323258456909,7.18E-07,Up,0.730389715938911,0.01281517547541,,0.679097914793651,0.010744965243142,,0.512422495103108,0.12497536980082,
Os01g0562600,['hormone metabolism.ethylene.signal transduction'],LOC_Os01g38190,1.24923295116808,0.000175928383508,Up,0.813205266430886,0.033893006950215,,0.435130046811949,0.305598631502604,,0.354109270933095,0.429670950795783,,0.446225396943972,0.227779656657365,,0.177455288533921,0.762414304590193,
Os01g0564400,NA,None,0.422731989116653,0.111423402489067,,0.102046119663391,0.781263662473298,,0.063056564637146,0.860982408285879,,-0.164624211735508,0.622231633627938,,-0.091754918498794,0.786161866357308,,-0.258387858206811,0.451486029928446,
Os01g0565900,['protein.targeting.secretory pathway.unspecified'],LOC_Os01g38510,1.28198809559876,4.20E-07,Up,1.00684548564029,0.000147309010113,Up,1.22948185063248,1.20E-06,Up,0.615488759501697,0.03052902850933,,-0.076247576679302,0.847111777215584,,-0.721433356736304,0.020366740713032,
Os01g0566050,NA,NA,1.8614041043343,3.17E-07,Up,2.38184467105679,1.87E-11,Up,2.34326548311202,3.06E-11,Up,2.65033624011633,3.39E-14,Up,1.94926431162902,1.49E-09,Up,2.02791597748452,2.71E-08,Up
Os01g0566100,['RNA.regulation of transcription.ELF3'],LOC_Os01g38530,1.83445746708486,1.04E-09,Up,2.3406215995982,1.66E-15,Up,2.41711742836458,9.77E-17,Up,2.5512638458145,1.19E-18,Up,1.93334245267962,3.53E-13,Up,1.96160610161181,7.13E-11,Up
Os01g0566500,['hormone metabolism.abscisic acid.synthesis-degradation'],LOC_Os01g38580,6.57687940928421,2.79E-09,Up,5.09761533589392,7.71E-06,Up,3.86522862562305,0.00106069536769,Up,1.97167945298836,0.162260986214568,,-1.42432758130858,0.420704812778162,,-2.00027892474649,0.439704568286183,
Os01g0566701,NA,LOC_Os01g38610,1.02236010055135,0.065972762636674,,1.75734633477779,0.000623458388099,Up,1.72428280270902,0.000679734673897,Up,0.75185000853911,0.212689811017922,,1.84113784061949,4.61E-05,Up,1.48847651636383,0.005991034038885,Up
Os01g0566800,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g38610,1.49000703929835,0.013389429694418,Up,1.9359902237625,0.000932985935347,Up,1.87728760286696,0.001220487074588,Up,1.18527345833139,0.060613107497036,,2.48412287836786,9.07E-07,Up,1.68159315612516,0.006502663153389,Up
Os01g0570700,['nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase'],LOC_Os01g38970,-0.582282115779936,0.0468173446804,,0.65541577826385,0.022421421930023,,0.636291012956469,0.025451867019379,,0.598277780822864,0.03942085211013,,1.17743533005243,5.66E-07,Up,1.07369767946476,8.26E-05,Up
Os01g0571000,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os01g38990,0.060113709829617,0.900296627197303,,-0.150488802724391,0.759212866300088,,-0.466636873024594,0.239971639090016,,-0.476140107466577,0.233351864346447,,-0.396899438666786,0.266231401904631,,-0.558242600199588,0.174744396441116,
Os01g0571133,NA,None,-0.680392476520481,0.391807721619481,,-0.127286742062324,0.901491352028834,,0.127765561729413,0.890651728435331,,-1.00055697656041,0.213636498812411,,-0.583811312115916,0.423448254991088,,0.076594132002247,0.950592623426921,
Os01g0571166,['not assigned.unknown'],LOC_Os01g39000,-1.03874760442856,0.009890221315258,Down,-1.16491497146599,0.005076383436909,Down,-1.31319683107084,0.001028082132878,Down,-1.30251228754525,0.001130843598181,Down,-1.02003720736318,0.003359177637206,Down,-0.536295191350369,0.265442032881811,
Os01g0571300,"['RNA.regulation of transcription.HSF,Heat-shock transcription factor family']",LOC_Os01g39020,0.172410055348668,0.899139261248513,,0.577873494867152,0.648882795967748,,-0.5260095274518,0.691745561160032,,1.44985561188718,0.14643607988393,,0.123041489697016,0.929926956234764,,0.022000969307489,0.992238906805836,
Os01g0572100,['RNA.regulation of transcription.unclassified'],LOC_Os01g39100,-0.041053333905372,0.941174273469584,,0.205165055222924,0.689192837056769,,0.174442486444433,0.72232735208106,,0.087815650013684,0.8696751728704,,0.176736287276682,0.71048330936267,,0.18867452618659,0.744088326664974,
Os01g0572700,['signalling.calcium'],LOC_Os01g39134,-0.326918927589635,0.419658537789594,,0.515507805586324,0.165022275363,,0.629026206326218,0.063448628870078,,0.280036462020121,0.490406192973328,,-0.142844352444143,0.738948765762458,,0.294191197681913,0.506252317157596,
Os01g0574400,['protein.degradation.metalloprotease'],LOC_Os01g39250,0.55195781221371,0.055138266118518,,0.976380853416253,0.000266842064903,,0.689736162232797,0.013210225480855,,0.657476054842493,0.019462779728,,0.352760773712006,0.218147704077444,,0.527898202143401,0.088141042269507,
Os01g0574500,['protein.degradation.metalloprotease'],LOC_Os01g39260,0.435641255874597,0.101775439879228,,0.35178390477025,0.226113728737155,,0.494444474697663,0.059131258202571,,0.137108081540094,0.683434698062963,,-0.183890617168639,0.546843662972232,,-0.137356432364175,0.728454251795743,
Os01g0574600,['OPP.oxidative PP.6-phosphogluconate dehydrogenase'],LOC_Os01g39270,-0.558842209970637,0.008636255309495,,-0.637526568071127,0.003977282239056,,-0.939496526176382,7.42E-06,,-0.258219669909409,0.285007226567918,,-0.126538339991154,0.617071995831885,,-0.252907540339613,0.335745339088878,
Os01g0574800,['development.late embryogenesis abundant'],LOC_Os01g39290,-1.54734862190637,0.015862603954722,Down,-1.52918942223036,0.020598998581422,Down,-1.45353365169433,0.024752847870141,Down,-1.51427221324083,0.019402300428992,Down,0.119813383069018,0.893835837586975,,0.22146406452886,0.826801691684257,
Os01g0575000,['development.unspecified'],LOC_Os01g39310,0.504434245265801,0.002809456676082,,0.148172662734023,0.48905574202366,,-0.018460790549385,0.941997702082618,,-0.195430900208347,0.334196592650824,,-0.153207831871168,0.445135522405996,,-0.026937451676934,0.933306223032822,
Os01g0575200,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g39330,0.147523894057619,0.780047065504949,,0.732773792692421,0.079618078578503,,0.942430648726582,0.012923560108394,,0.875971167713373,0.023092643647534,,0.324211379482034,0.457964694795294,,-0.115969383440225,0.866421141098221,
Os01g0578500,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os01g39670,-0.216608648105649,0.747177740222642,,-0.0947263437651,0.906804623313656,,-0.584506687540701,0.355607220751314,,-0.185814885084678,0.796059827795308,,-0.053770101723493,0.940905881569811,,0.05768547824377,0.951938430978382,
Os01g0579600,['signalling.calcium'],LOC_Os01g39770,0.383249745995642,0.394657002752393,,1.10128591512321,0.003967764579263,Up,0.863363357021825,0.027822324362675,,0.360833535926179,0.442064916671164,,0.929151847916307,0.007979908382518,,1.19473039757588,0.002008456412924,Up
Os01g0579800,['not assigned.unknown'],LOC_Os01g39780,0.066333755602892,0.914581983922836,,0.307221824954343,0.594943073720325,,0.804980188108322,0.061541744555873,,0.840265548903497,0.04837940298643,,0.575357653301577,0.158369605819308,,0.451536693129211,0.402553670469793,
Os01g0580000,['not assigned.unknown'],LOC_Os01g39800,-1.11456643684612,2.60E-08,Down,-0.87615319877719,3.32E-05,,-0.739298828835619,0.000275741935892,,-0.602296757431802,0.003278797224014,,-0.364855333225665,0.050476897614689,,-0.386322353348835,0.087449640811719,
Os01g0580100,['not assigned.unknown'],LOC_Os01g39810,-0.758938314887014,0.048854964906493,,-0.304319518585983,0.518989033306753,,-0.4567114929842,0.27315174007156,,-0.456541864397839,0.27604461528458,,0.04214149837304,0.932970644727093,,0.149753783729668,0.784400470953452,
Os01g0580200,"['misc.gluco-, galacto- and mannosidases.beta-galactosidase']",LOC_Os01g39830,-1.72905667246009,0.005324282026667,Down,-0.444772115888443,0.540903094151317,,-0.630270441390965,0.334167089046617,,0.444916098583047,0.489421243536412,,-0.183890863895406,0.797605740354468,,0.308632133609965,0.697106557081632,
Os01g0580300,['not assigned.unknown'],LOC_Os01g39840,0.64861778237149,0.13288900077217,,0.067821637120219,0.919682601320379,,-0.088035489827119,0.887864152789551,,0.403030076138546,0.415616923158239,,0.199835716864029,0.701101830337816,,0.52952937236864,0.289454949676889,
Os01g0580500,['hormone metabolism.ethylene.synthesis-degradation'],LOC_Os01g39860,4.92466340130324,6.28E-05,Up,3.33694955973034,0.010319695804352,Up,3.11159654226097,0.016798941020888,Up,1.37336238684141,0.373809902964687,,0.663991439913799,0.700970307943006,,-0.016819101383366,0.994831561648579,
Os01g0580800,['cell.organisation'],LOC_Os01g39890,0.75381298542576,0.035795201831927,,-0.571086205101899,0.167963499760578,,-0.931020533152787,0.013520505790158,,-0.731077501015841,0.059102044853712,,-0.341770728631301,0.39559397896664,,-0.839097362711903,0.034165372424194,
Os01g0581300,['secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase'],LOC_Os01g39960,-0.69549857816547,0.048732598150122,,-0.926507984161987,0.006924769435338,,-1.65877526549648,2.08E-07,Down,-1.13832503575693,0.000619416081212,Down,-1.03381514592692,0.000577577153498,Down,-1.1327047840634,0.0009406481267,Down
Os01g0581400,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g39970,-0.73087110563588,0.46189207612769,,-2.04234139355194,0.050228241671631,,-2.32844191383646,0.020630410049557,Down,-1.52471145604548,0.113439016169267,,-1.75032933489351,0.025026103889572,Down,-2.10945503578574,0.034471287556319,Down
Os01g0583100,['protein.postranslational modification'],LOC_Os01g40094,-1.3593462029759,0.0007879195637,Down,-2.0441118305338,4.42E-07,Down,-2.43216694562069,1.09E-09,Down,-1.37829452985928,0.000659882744347,Down,-3.00415636245171,8.53E-19,Down,-2.39818614760934,2.15E-09,Down
Os01g0583200,['RNA.RNA binding'],LOC_Os01g40110,0.088878327470059,0.803781847195504,,0.713646665578166,0.006942638630384,,0.761614181219624,0.002437679598165,,1.05040970398948,8.60E-06,Up,0.582244495905725,0.010378226661417,,0.592793122600263,0.029624045196102,
Os01g0584250,NA,None,0.122357323015272,0.895261626808039,,0.065434375241119,0.952888581459199,,0.045663198071687,0.963854063703001,,0.514939650442752,0.519808808509726,,0.429748095532623,0.571520323833697,,0.57972353190985,0.498037450758367,
Os01g0584300,NA,None,0.050998091990777,0.956317977798005,,0.085595082915575,0.932729255413711,,0.977765019349246,0.121142266040079,,1.22015033514363,0.041374277236482,Up,-0.473236796285241,0.514632182901781,,0.207358246077687,0.839287594565524,
Os01g0584800,['not assigned.unknown'],LOC_Os01g40250,-1.19106217307411,0.019532503716622,Down,0.853969508283126,0.057556501026254,,0.883420808723913,0.039737266810038,,1.33578041894611,0.000670720594326,Up,0.795836562486715,0.038790225505775,,0.683804961018613,0.157066313905769,
Os01g0584900,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os01g40260,1.10944606182379,0.137110324147526,,-1.10162273529696,0.278880519532207,,0.040882788495025,0.969916369251579,,-0.447591590338975,0.654577516661915,,-0.922439795052517,0.236723597495012,,-2.87291784491172,0.010526439435343,Down
Os01g0585100,['not assigned.unknown'],LOC_Os01g40280,0.749047693744737,0.006940180965694,,-1.96747556598652,8.91E-09,Down,-1.59271206555897,2.95E-07,Down,-1.85144985163508,3.19E-09,Down,-1.40892116432002,6.39E-09,Down,-0.711491445967099,0.024650616579701,
Os01g0585300,['not assigned.unknown'],LOC_Os01g40310,-2.02171513281916,3.06E-09,Down,-2.73736756731171,1.70E-15,Down,-2.83564090682479,7.22E-17,Down,-3.43592266721539,1.50E-23,Down,-1.45224632759591,2.28E-06,Down,-1.50118733328345,2.15E-05,Down
Os01g0585600,['not assigned.unknown'],LOC_Os01g40330,0.299400800959262,0.204146543080228,,0.225460780875161,0.406334651770509,,0.093487224243453,0.749828628958308,,-0.657052507864231,0.00515520909712,,-0.065878059853626,0.823187982558401,,0.038430884220091,0.923079858792403,
Os01g0586600,['cell wall.cell wall proteins'],LOC_Os01g40420,-0.313148064771852,0.14257754298387,,-0.251953696452915,0.288428748051351,,-0.386356072118708,0.067764683093671,,-0.171085882080951,0.478893261365658,,-0.368636362294954,0.042015747375654,,-0.329016332065162,0.149873784977594,
Os01g0587300,['amino acid metabolism.synthesis.aromatic aa.tryptophan'],LOC_Os01g40480,0.030404420227414,0.981654136332951,,-1.079558834656,0.425200416039095,,-0.237293331028263,0.854383771753696,,0.377527050728317,0.744107032434448,,-0.176230602181101,0.88403440709188,,-0.530674544475954,0.704979810396588,
Os01g0587400,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g40499,0.645982044093259,0.338964725796523,,0.047141766291465,0.963359973324412,,1.09542301971955,0.072204666813203,,0.817564251359383,0.21514690897727,,-0.490272651674237,0.491548431814464,,-0.640435601572936,0.463088914505229,
Os01g0588200,['transport.sugars'],LOC_Os01g40570,0.553838718662617,0.423650639046437,,0.419991796734266,0.601125335700637,,-0.029759305215339,0.974466837194063,,0.810578317221651,0.216584188637728,,0.215417468206864,0.786161866357308,,0.107139025294854,0.923079858792403,
Os01g0588900,['amino acid metabolism.degradation.aspartate family.lysine'],LOC_Os01g40630,-3.83000673013384,2.22E-54,Down,-4.32375151956148,2.36E-64,Down,-4.26195132138908,1.21E-64,Down,-3.45134174179297,2.07E-45,Down,-2.85482248761548,1.20E-40,Down,-2.88509818453651,3.81E-32,Down
Os01g0589000,['protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S1'],LOC_Os01g40640,-1.0337297221128,2.92E-07,Down,-1.46086797890497,2.82E-12,Down,-1.52934543666266,5.68E-14,Down,-0.559655131547878,0.007943528965254,,-0.49986332601547,0.007239055535523,,-0.639542099709733,0.002644621603993,
Os01g0589300,['RNA.regulation of transcription.MYB-related transcription factor family'],LOC_Os01g40670,0.479873387196274,0.034024126419311,,-0.649171330698058,0.005887172049624,,-0.590287341466702,0.010608338032458,,-0.395992947859291,0.106984940559137,,-0.55968984454188,0.00543588277957,,-0.586337477620433,0.014105270999898,
Os01g0589700,['not assigned.unknown'],LOC_Os01g40700,0.050737337664188,0.915833743191787,,0.04278559761316,0.936827631183725,,-0.161552407267018,0.723014573389858,,0.374743539312823,0.331181511667911,,0.201428380059075,0.614961193070687,,0.651471330329062,0.065810781649141,
Os01g0589800,['PS.lightreaction.photosystem I.LHC-I'],LOC_Os01g40710,-1.40506891776168,3.97E-05,Down,-2.41694330914585,5.15E-12,Down,-2.59483032583738,5.04E-14,Down,-1.56527321797149,3.86E-06,Down,-0.924825657243314,0.003198325106685,,-1.53525600410563,8.33E-06,Down
Os01g0589900,"['RNA.regulation of transcription.MYB domain transcription factor family', 'transport.misc']",LOC_Os01g40720,0.023765709131612,0.979736343618579,,1.14202718531188,0.059160951825809,,1.78261788990722,0.000488626246973,Up,2.23635945647515,3.82E-06,Up,0.833056150743757,0.125745468715057,,0.720878843014857,0.305474008088202,
Os01g0590200,['not assigned.unknown'],LOC_Os01g40750,0.190099915948426,0.501172449654383,,0.220535570992499,0.452668408391569,,0.21185608587673,0.450560123833131,,0.238877361044303,0.394020097936105,,-0.050977229159134,0.879762496181287,,-0.102376636682924,0.787892478870259,
Os01g0591000,['fermentation.aldehyde dehydrogenase'],LOC_Os01g40860,-1.55041561964083,0.003966051312982,Down,-3.2584503290662,2.85E-05,Down,-3.00093788035796,8.79E-06,Down,-1.88106482757868,0.000768517951345,Down,-1.33077223301638,0.002371867834005,Down,-1.92377165887242,0.0005757619164,Down
Os01g0591300,['fermentation.aldehyde dehydrogenase'],LOC_Os01g40870,-0.743583989138279,0.035383391747509,,-1.69602344985273,3.52E-06,Down,-1.02657661480621,0.003179756472758,Down,-0.118438327689468,0.801101582688754,,-1.33312352252684,3.08E-06,Down,-1.70936062575105,8.36E-07,Down
Os01g0592900,['DNA.synthesis/chromatin structure'],LOC_Os01g40980,-0.890944160511125,0.01057198561455,,0.12047666002409,0.797105044545679,,0.224433387089251,0.567752922345517,,0.382041548275079,0.287220425234907,,0.336009105077163,0.304861900232422,,0.13287031294157,0.792332618323314,
Os01g0593200,['development.unspecified'],LOC_Os01g41010,-0.912666376456942,0.044330282802846,,-1.86900683107405,2.58E-05,Down,-1.84915744304569,1.92E-05,Down,-1.06726118645092,0.017588067887367,Down,-0.774137174599497,0.065854122113134,,-1.14458671263985,0.013132387457548,Down
Os01g0593500,['protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L35'],LOC_Os01g41030,-0.933629945509093,0.184364891875964,,0.096234764022891,0.917927370023914,,0.513392359223782,0.461044544604143,,0.843526266089591,0.185661400582162,,0.356186051225646,0.619486332367926,,0.266295367438362,0.774822315451435,
Os01g0593600,['cell.vesicle transport'],LOC_Os01g41040,1.10543049531344,0.011681482636433,Up,0.482590806849567,0.403780102232745,,0.248389110445126,0.684534486963883,,0.010631794061673,0.986949310162543,,0.305243733213091,0.574979339411394,,0.496670035233586,0.397396683279358,
Os01g0594300,['cell wall.cell wall proteins.LRR'],LOC_Os01g41120,2.18808277220147,0.027926826010251,Up,0.921940230823219,0.517387669444397,,0.881372792502139,0.50694420166802,,0.186932445601301,0.912549609411808,,2.16263234583512,0.01860855050074,Up,1.52100730265688,0.206813218912359,
Os01g0594800,"['misc.oxidases - copper, flavone etc.']",LOC_Os01g41160,1.40440388069774,0.007726258357984,Up,1.12128210825589,0.053998232689503,,1.5842395942581,0.002116092901525,Up,2.07315370705146,2.17E-05,Up,3.06745970381154,1.83E-13,Up,2.84934283286906,1.25E-09,Up
Os01g0595300,['RNA.regulation of transcription.unclassified'],LOC_Os01g41210,0.298547176133845,0.35426409370779,,-0.322542010323298,0.395453001719086,,-0.003745491401096,0.992917021515852,,0.024938001049228,0.952550222429629,,-0.022243521176322,0.958309186780039,,0.08674212553746,0.857244516784832,
Os01g0595400,['not assigned.unknown'],LOC_Os01g41220,0.352908985287996,0.280604970237043,,-0.253687639041233,0.505201190365242,,0.092128031532843,0.819616649610125,,-0.186862460571621,0.625372100159222,,0.300466629140895,0.345960718946651,,0.076161073835094,0.880441514478848,
Os01g0597800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g41430,0.660904046449793,0.334193252825119,,0.533381421766037,0.502615718484271,,1.74706573847821,0.001487697858859,Up,0.946447157136082,0.142564307899741,,-0.031537270659568,0.972797879116976,,-0.737204839347915,0.4158111919171,
Os01g0598600,"['RNA.regulation of transcription.unclassified', 'protein.degradation.aspartate protease']",LOC_Os01g41550,-1.00278334182624,0.249990990568782,,-1.50506912432405,0.120169809201749,,-1.76797898937703,0.054699680339602,,-0.505669818044652,0.599164453644286,,0.064442514344629,0.952473437766502,,-0.794035725951899,0.427685260194715,
Os01g0600300,['not assigned.unknown'],LOC_Os01g41640,-0.683225508131767,0.002212481610646,,0.044304214142771,0.894907503880601,,0.200579261062277,0.435559811183409,,0.358599639469562,0.124610895983141,,0.182587140149835,0.460826233800346,,0.186067962830906,0.530641518151042,
Os01g0600400,"['RNA.regulation of transcription.MYB domain transcription factor family', 'transport.misc']",LOC_Os01g41650,-0.74487296703147,0.037057171775026,,-0.290197216582467,0.505201190365242,,-0.621394697187073,0.093825265373333,,0.004914444367452,0.991213633280951,,-0.200599057907062,0.622285421239068,,-0.385746967873965,0.372497767822097,
Os01g0600500,['misc.acid and other phosphatases'],LOC_Os01g41660,-1.24969495718005,0.018780317503382,Down,-1.25920482556915,0.026400005166488,Down,-1.12609260930669,0.038613411456547,Down,-0.581579479228344,0.322415881655965,,-0.764976599208313,0.115784477261851,,-0.877650556786151,0.13287174489635,
Os01g0601625,['stress.biotic.PR-proteins'],LOC_Os01g41750,1.26721602190139,0.003141267269748,Up,0.380010490384329,0.494946147543988,,0.76679502031369,0.100954067688469,,1.37056500958694,0.001268243470741,Up,0.359162871250414,0.491509600394149,,-1.07734757182725,0.031371129986971,Down
Os01g0601700,['stress.biotic.PR-proteins'],LOC_Os01g41780,1.39643973990976,2.80E-05,Up,0.931214648081018,0.013715621124921,,0.531915873904541,0.198947398734946,,0.884761294786197,0.01602565237674,,0.360448142121248,0.369549817414524,,-0.62439672050525,0.204216209548603,
Os01g0602400,['misc.cytochrome P450'],LOC_Os01g41810,-1.69697037764389,0.022583769244294,Down,-3.16565306160262,0.001917260587711,Down,-2.5476724515034,0.002405557501609,Down,-3.27221816297913,0.000408218547238,Down,-1.92756439803088,0.001309357416808,Down,-1.38333593095109,0.077943127033874,
Os01g0602466,NA,None,-0.860037338360921,0.16460243844863,,-0.369503989671449,0.619975203563794,,0.426820276225206,0.504046718998657,,0.56762841700203,0.357849541027397,,-0.118467424802109,0.875722881838148,,-0.300881333695902,0.718778062442882,
Os01g0602800,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g41870,-1.13835755906341,0.000147295958621,Down,-1.02198517936041,0.000905656400632,Down,-1.5959994420857,6.89E-08,Down,-1.45556577770678,8.53E-07,Down,-0.900755182249608,0.000757361698318,,-0.580519581793461,0.091834359396364,
Os01g0603000,['RNA.RNA binding'],LOC_Os01g41880,-0.555133830873684,0.008036103888346,,0.451706935426815,0.029348434552346,,0.669789369508872,0.000350384913707,,0.842628758336742,3.13E-06,,0.42440055588016,0.016202677339243,,0.529495466802995,0.008229566721249,
