Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os03g0324300,['RNA.regulation of transcription.EIN3-like(EIL) transcription factor family'],LOC_Os03g20790,0.305688357,0.281900026,,-0.166484717,0.544361038,,0.110657223,0.703283101,,0.284507881,0.241725083,,0.386818152,0.097831254,
Os03g0324700,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os03g20850,-1.033110032,0.025509501,Down,-1.397494473,0.000724837,Down,-1.691596308,0.00010217,Down,-1.831917256,7.34E-06,Down,-1.739817868,6.29E-05,Down
Os03g0324900,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g20870,1.72981971,2.31E-12,Up,2.331659776,4.72E-23,Up,1.697697303,3.53E-12,Up,1.884782114,2.60E-15,Up,2.550300131,2.80E-27,Up
Os03g0325400,NA,None,0.401273994,0.779819533,,1.405858603,0.139998087,,1.541770947,0.104228628,,1.043748593,0.286121445,,0.676077659,0.524834543,
Os03g0325500,"['RNA.regulation of transcription.G2-like transcription factor family, GARP']",LOC_Os03g20900,0.173910088,0.735415275,,-0.907990461,0.009128637,,-1.700637666,1.25E-06,Down,-1.477779839,9.67E-06,Down,-1.01979475,0.003433747,Down
Os03g0325600,"['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os03g20910,1.143176102,0.01799635,Up,2.014645209,7.50E-07,Up,1.830778889,1.21E-05,Up,1.101368038,0.011986834,Up,1.979715461,1.47E-06,Up
Os03g0326000,NA,LOC_Os03g20949,2.584319512,1.13E-39,Up,2.327976621,1.11E-32,Up,1.759334881,2.70E-18,Up,2.01460057,1.28E-24,Up,2.582212993,9.91E-40,Up
Os03g0326100,['transport.p- and v-ATPases'],LOC_Os03g20949,2.627359438,7.81E-15,Up,2.297358342,8.92E-12,Up,1.525662288,1.52E-05,Up,1.817756752,1.01E-07,Up,2.895554112,2.29E-18,Up
Os03g0326200,['transport.p- and v-ATPases'],LOC_Os03g20970,2.747168963,6.60E-11,Up,3.609579783,3.66E-19,Up,2.71268991,6.35E-11,Up,3.066123037,4.60E-14,Up,3.776886585,6.28E-21,Up
Os03g0326500,['redox.thioredoxin'],LOC_Os03g21000,1.839722182,9.75E-18,Up,2.0662072,3.57E-23,Up,2.157496023,8.83E-25,Up,2.003944923,5.39E-22,Up,2.40893641,5.80E-31,Up
Os03g0327100,['development.unspecified'],LOC_Os03g21030,1.50518616,1.02E-12,Up,2.581845844,1.29E-37,Up,2.636630889,4.85E-39,Up,2.902370149,1.42E-47,Up,2.350851884,3.73E-31,Up
Os03g0327600,['not assigned.unknown'],LOC_Os03g21040,3.064440532,3.30E-56,Up,3.508768143,5.61E-74,Up,3.31285197,6.13E-66,Up,3.043520525,8.58E-56,Up,2.647005591,1.84E-42,Up
Os03g0327800,['development.unspecified'],LOC_Os03g21060,4.731852136,1.47E-114,Up,5.71117095,4.65E-170,Up,5.64343201,2.15E-165,Up,5.703999423,6.67E-170,Up,5.548033933,1.67E-159,Up
Os03g0328000,['cell.organisation'],LOC_Os03g21080,-0.30200165,0.363698771,,-0.880004441,0.000475905,,-1.102913028,1.34E-05,Down,-1.30082919,9.82E-08,Down,-1.315845715,1.84E-07,Down
Os03g0328100,['hormone metabolism.auxin.induced-regulated-responsive-activated'],LOC_Os03g21090,-1.134428593,0.045097813,Down,-1.727541478,0.000576651,Down,-2.177440289,5.89E-05,Down,-2.335978713,3.55E-06,Down,-2.59781318,3.99E-06,Down
Os03g0328900,['RNA.regulation of transcription.unclassified'],LOC_Os03g21140,-0.410882755,0.17239079,,-0.820842842,0.000854373,,-1.231825466,6.89E-07,Down,-1.406297344,3.53E-09,Down,-1.889921887,1.32E-13,Down
Os03g0329200,['RNA.regulation of transcription.unclassified'],LOC_Os03g21160,-1.541123177,0.018956926,Down,-3.464823659,5.26E-08,Down,-2.952448611,7.76E-06,Down,-3.306362711,1.02E-07,Down,-3.932502235,1.66E-07,Down
Os03g0329500,"['misc.gluco-, galacto- and mannosidases.endoglucanase']",LOC_Os03g21210,0.111657995,0.755353701,,-0.153686651,0.593947784,,0.382650945,0.126736003,,0.355285185,0.144550237,,0.788394495,0.000388282,
Os03g0329700,['signalling.receptor kinases.misc'],LOC_Os03g21230,-0.087315066,0.867995701,,-1.652315228,1.25E-07,Down,-2.338467252,4.01E-12,Down,-2.684152766,7.56E-17,Down,-3.701960319,3.73E-20,Down
Os03g0330000,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os03g21250,-0.395253665,0.183606333,,-0.801056613,0.000947022,,-0.649406824,0.010439505,,-0.791056669,0.000922848,,-1.019737301,3.61E-05,Down
Os03g0330300,['not assigned.unknown'],LOC_Os03g21270,-0.25945403,0.269120277,,-0.336927993,0.088047405,,-0.546060654,0.003775717,,-1.015956871,8.21E-09,Down,-1.40800919,1.12E-14,Down
Os03g0331600,['not assigned.unknown'],LOC_Os03g21370,0.349629827,0.487845676,,0.247353611,0.585269664,,-0.766182121,0.062152174,,-0.70299374,0.072818937,,1.072419388,0.00264466,Up
Os03g0331700,['signalling.calcium'],LOC_Os03g21380,0.692730808,0.000309343,,1.528092661,2.32E-19,Up,1.203347437,4.78E-12,Up,1.163672389,1.38E-11,Up,1.868491506,1.69E-28,Up
Os03g0331900,['not assigned.unknown'],LOC_Os03g21390,0.576267378,0.144095687,,0.90208996,0.005411049,,0.828382619,0.01381335,,0.923230622,0.003677909,,1.226369311,8.97E-05,Up
Os03g0332100,['misc.cytochrome P450'],"LOC_Os03g21400, LOC_Os03g21419",-0.652530469,0.604279277,,-3.893348671,0.000205327,Down,-7.070873558,6.30E-05,Down,-5.118602962,4.31E-05,Down,-5.630937731,0.000426782,Down
Os03g0332533,['misc.acid and other phosphatases'],LOC_Os03g21480,1.894600806,9.92E-06,Up,-2.029877907,2.11E-05,Down,-4.434383639,2.37E-08,Down,-3.807616885,1.94E-11,Down,-4.099565748,1.21E-08,Down
Os03g0332900,['signalling.receptor kinases.leucine rich repeat III'],LOC_Os03g21510,-1.880420151,1.67E-13,Down,-2.574929967,2.04E-24,Down,-1.545322659,9.23E-10,Down,-1.28265282,1.92E-07,Down,-2.755401883,1.14E-24,Down
Os03g0333000,['not assigned.unknown'],LOC_Os03g21520,-0.073066067,0.879602273,,0.032850166,0.934030543,,0.107832458,0.775692617,,-0.116330894,0.747765277,,-0.53199158,0.086652235,
Os03g0333100,['not assigned.unknown'],LOC_Os03g21530,-0.081295227,0.77516809,,0.171787941,0.417653603,,0.455194044,0.013408859,,0.476632123,0.007538931,,-0.090825367,0.679979896,
Os03g0333200,"['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.Catharanthus roseus-like RLK1']",LOC_Os03g21540,-0.309037485,0.21639116,,-0.498422601,0.015940864,,-0.421627799,0.048065592,,-0.373334492,0.075548379,,-0.667801369,0.000856305,
Os03g0333400,['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os03g21560,-0.258918252,0.891651222,,-2.210319491,0.085273659,,-5.993757776,0.001819981,Down,-6.751355344,0.00033602,Down,-2.646507035,0.056131949,
Os03g0333700,['not assigned.unknown'],LOC_Os03g21590,0.020394942,0.980690074,,-0.588899228,0.246163317,,-0.57437365,0.273664018,,-0.689039332,0.154019999,,-1.347920052,0.006216777,Down
Os03g0333800,['not assigned.unknown'],LOC_Os03g21600,-0.445516986,0.113245247,,-0.835228829,0.000377295,,-0.326809706,0.219740732,,-0.198677751,0.466695591,,-0.355000902,0.162996201,
Os03g0334200,['not assigned.unknown'],LOC_Os03g21640,1.994313739,2.12E-05,Up,2.501068776,9.75E-09,Up,2.298642459,2.50E-07,Up,2.063435368,3.12E-06,Up,2.143294493,1.70E-06,Up
Os03g0334800,['not assigned.unknown'],LOC_Os03g21690,0.775881476,0.000310316,,0.88921561,9.35E-06,,1.019199583,3.54E-07,Up,1.064795785,5.02E-08,Up,1.043699045,1.53E-07,Up
Os03g0335300,['protein.targeting.secretory pathway.vacuole'],LOC_Os03g21720,0.931429879,5.43E-06,,0.924319396,3.29E-06,,0.90603094,5.47E-06,,0.905771912,4.59E-06,,0.961285949,9.51E-07,
Os03g0335401,NA,None,0.241631205,0.846873395,,0.482531582,0.604120937,,0.252997812,0.807009166,,0.025220354,0.98199863,,0.917863668,0.258693014,
Os03g0335500,['signalling.receptor kinases.leucine rich repeat III'],LOC_Os03g21730,-1.32885146,0.000578264,Down,-2.954865353,1.55E-15,Down,-3.151799537,2.37E-15,Down,-3.513281306,2.62E-20,Down,-3.976142678,2.46E-19,Down
Os03g0335600,['protein.aa activation.valine-tRNA ligase'],LOC_Os03g21740,-0.06232831,0.864688465,,-0.29823762,0.224542626,,-0.126828702,0.649169732,,-0.118991857,0.66128128,,-0.10146167,0.704096884,
Os03g0336200,['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os03g21800,0.123320703,0.774904904,,0.929511715,0.000461006,,0.23128515,0.486225908,,-0.177920081,0.597589796,,-0.377901497,0.215899464,
Os03g0336300,['protein.degradation'],LOC_Os03g21810,-0.564868417,0.006676174,,-0.758735089,5.81E-05,,-0.636621234,0.001025278,,-0.512381191,0.007939066,,-0.810287079,1.85E-05,
Os03g0336500,['not assigned.unknown'],LOC_Os03g21830,-0.120031475,0.736125076,,-0.430803727,0.082443154,,-0.429926916,0.090344469,,-0.271669271,0.289595207,,-0.185059883,0.491889226,
Os03g0336600,"['stress.biotic', 'protein.targeting.secretory pathway.plasma membrane']",LOC_Os03g21840,0.534180529,0.069155753,,0.861824396,0.000481158,,0.758865855,0.002952863,,0.759001849,0.002156073,,1.104788062,4.68E-06,Up
Os03g0336700,['not assigned.unknown'],LOC_Os03g21850,0.847797248,0.031978844,,0.93044046,0.008916773,,1.390301043,4.34E-05,Up,1.099808279,0.00132192,Up,1.46623826,1.23E-05,Up
Os03g0337200,NA,None,-0.673860109,0.028277915,,-1.000232977,0.00022198,Down,-0.96905019,0.000465409,,-0.81232763,0.002738714,,-0.433819849,0.135686813,
Os03g0337500,['transport.potassium'],LOC_Os03g21890,-0.373119853,0.307682827,,-1.63705223,5.89E-09,Down,-1.745112752,3.79E-09,Down,-1.803359923,1.11E-10,Down,-1.998389566,4.02E-11,Down
Os03g0337600,['tetrapyrrole synthesis.uroporphyrinogen decarboxylase'],LOC_Os03g21900,-0.746827109,0.013967272,,-1.476677637,4.19E-08,Down,-1.503065013,7.30E-08,Down,-1.507490482,1.55E-08,Down,-1.735524705,8.13E-10,Down
Os03g0337800,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19'],LOC_Os03g21940,-0.189548151,0.376957889,,-0.173658048,0.356716628,,-0.151823697,0.432613324,,-0.245331914,0.159495723,,-0.723491556,5.48E-06,
Os03g0337900,['TCA / org. transformation.TCA.fumarase'],LOC_Os03g21950,0.263285762,0.158677098,,0.308802307,0.057541073,,0.258089616,0.125060948,,0.172239062,0.319246706,,0.292147144,0.067956225,
Os03g0338000,['amino acid metabolism.degradation.branched-chain group.shared'],LOC_Os03g21960,-0.125633686,0.844700447,,-1.221449347,0.00308693,Down,0.707298671,0.082340431,,1.22576508,0.000723052,Up,-0.766679848,0.078499874,
Os03g0338200,['not assigned.unknown'],LOC_Os03g21964,0.21640962,0.669137715,,-0.130462958,0.770297119,,0.079976027,0.864857876,,-0.105892049,0.814041812,,0.026316088,0.95417774,
Os03g0338400,['not assigned.unknown'],LOC_Os03g21970,-0.69853234,0.051903964,,-0.424396531,0.221014084,,-0.827034335,0.011418601,,-0.891808507,0.004207332,,-1.444481292,6.78E-06,Down
Os03g0339150,NA,None,-0.89221391,0.428188578,,-1.801764283,0.047597677,Down,-2.167526421,0.02550308,Down,-2.198260096,0.013795963,Down,-2.522991197,0.010123109,Down
Os03g0339400,['misc.peroxidases'],LOC_Os03g22020,3.206096612,1.51E-25,Up,4.756227934,1.07E-56,Up,4.052827838,3.97E-41,Up,4.32127099,6.35E-47,Up,5.230368222,1.26E-68,Up
Os03g0339700,['not assigned.unknown'],LOC_Os03g22040,-0.856947574,0.038232705,,-2.015404519,2.38E-08,Down,-3.497995657,4.45E-16,Down,-3.518452925,1.53E-19,Down,-3.551090139,3.24E-16,Down
Os03g0340001,['tetrapyrrole synthesis.uroporphyrinogen decarboxylase'],LOC_Os03g22060,-0.999436246,0.055378814,,-1.41615497,0.002067231,Down,-1.679326582,0.000599829,Down,-1.686532021,0.000195043,Down,-1.075849925,0.024032281,Down
Os03g0340500,['major CHO metabolism.degradation.sucrose.Susy'],LOC_Os03g22120,1.719954036,2.19E-10,Up,4.449271802,1.32E-77,Up,5.702670837,9.62E-129,Up,5.82762063,2.86E-135,Up,6.067489557,4.89E-146,Up
Os03g0340700,['not assigned.unknown'],LOC_Os03g22140,0.353030441,0.12836979,,0.774414045,3.38E-05,,0.525394958,0.007833624,,0.379171327,0.059281839,,1.444870335,4.41E-16,Up
Os03g0340900,['signalling.calcium'],LOC_Os03g22160,1.209881906,4.74E-11,Up,1.466394873,1.69E-16,Up,1.029725749,2.08E-08,Up,0.919073021,5.12E-07,,1.752896462,3.10E-23,Up
Os03g0341000,"['RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os03g22170,2.13334636,5.25E-18,Up,3.839724321,3.59E-61,Up,3.315726518,5.97E-45,Up,3.458999112,1.21E-49,Up,4.416929703,6.82E-81,Up
Os03g0341300,['development.unspecified'],LOC_Os03g22200,5.7082637,1.02E-35,Up,4.697130364,2.13E-24,Up,4.967271017,3.95E-27,Up,4.149833755,3.62E-19,Up,2.928533459,2.44E-09,Up
Os03g0342900,['not assigned.unknown'],LOC_Os03g22270,0.405514555,0.041941522,,-0.491675407,0.006576418,,-0.505113691,0.005567275,,-1.146345842,1.16E-11,Down,-1.438836637,1.56E-16,Down
Os03g0343300,['RNA.processing.splicing'],LOC_Os03g22320,-0.212172044,0.460883678,,0.295122733,0.198376887,,0.437082082,0.045420138,,0.494977334,0.016992719,,-0.035496149,0.89713277,
Os03g0343400,['DNA.repair'],LOC_Os03g22330,-0.087703795,0.808358472,,-0.287867363,0.259604732,,-0.620831468,0.008494033,,-0.773623298,0.000524063,,-0.949565305,3.31E-05,
Os03g0343500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22'],LOC_Os03g22340,-0.704458249,0.003374669,,-0.806327798,0.00029263,,-0.646079855,0.004803053,,-0.498368179,0.030840506,,-1.293381832,2.86E-09,Down
Os03g0343700,['protein.synthesis.misc ribosomal protein.BRIX'],LOC_Os03g22350,-0.451942944,0.175314886,,-0.192738629,0.559141731,,0.095514104,0.790354544,,0.3859559,0.174416645,,-0.076604217,0.823783598,
Os03g0343900,['not assigned.unknown'],LOC_Os03g22370,-0.070999777,0.954092903,,-1.505703178,0.044800847,Down,-4.634732393,3.23E-05,Down,-6.008699981,9.64E-07,Down,-5.338325713,3.92E-05,Down
Os03g0344700,['protein.degradation.AAA type'],LOC_Os03g22420,0.763828553,0.00019239,,1.119803344,3.67E-09,Up,0.957826464,6.53E-07,,0.834525963,1.53E-05,,0.887987209,3.61E-06,
Os03g0345100,['cell.cycle'],LOC_Os03g22450,-0.047553335,0.931212329,,0.045869916,0.914173908,,0.147814336,0.714180169,,0.20331061,0.583280324,,0.315719836,0.359727797,
Os03g0345700,['transport.metal'],LOC_Os03g22490,0.801051581,0.011304388,,-0.0949222,0.808402645,,0.318031916,0.353928784,,-0.005339575,0.990911962,,0.20645178,0.549744224,
Os03g0345901,NA,None,1.10209121,5.56E-06,Up,0.349836292,0.204638209,,0.514745569,0.05022062,,0.486140249,0.056770549,,0.610409848,0.014927674,
Os03g0346500,NA,None,-0.786331716,0.569852961,,-1.228963046,0.266632695,,-2.759933627,0.022349867,Down,-1.768090785,0.092209286,,-3.615207574,0.006902391,Down
Os03g0346900,['not assigned.unknown'],LOC_Os03g22560,0.87828967,0.012691978,,1.135182152,0.000294993,Up,1.072098301,0.000824663,Up,0.885587971,0.005609671,,0.720317616,0.031281,
Os03g0347400,NA,None,0.793282584,0.239464589,,0.940503555,0.10020442,,0.676584165,0.273782027,,0.533409567,0.384885835,,0.216155036,0.754534714,
Os03g0347700,['signalling.light'],LOC_Os03g22600,-0.749508815,0.102903599,,-1.375233674,0.000429851,Down,-1.339273583,0.000943823,Down,-0.864715371,0.028556495,,-1.714247984,2.54E-05,Down
Os03g0347900,['secondary metabolism.isoprenoids.terpenoids'],LOC_Os03g22620,-2.062389794,NA,,-1.765730552,0.411303992,,-4.511983823,0.062340942,,-1.221822267,0.566106314,,-0.367725859,0.869158456,
Os03g0348800,['lipid metabolism.lipid degradation.lipases'],LOC_Os03g22670,-0.325876091,0.680069814,,0.797814306,0.134864238,,1.19738936,0.017953016,Up,1.717041168,0.000199876,Up,2.171985997,1.77E-06,Up
Os03g0348900,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g22680,0.539937085,0.032235453,,1.826443554,9.51E-20,Up,2.454959022,2.92E-35,Up,2.549289028,1.43E-38,Up,1.76710024,3.14E-18,Up
Os03g0349000,['protein.targeting.nucleus'],LOC_Os03g22690,-0.041577803,0.89469165,,0.230251467,0.257826273,,0.424002811,0.023217214,,0.441171365,0.014656937,,0.065635398,0.77264534,
Os03g0349200,['protein.postranslational modification'],LOC_Os03g22700,-0.695181522,0.118436898,,-1.004870996,0.008415538,Down,-1.228651186,0.001614704,Down,-1.943436102,1.75E-07,Down,-1.591146359,4.52E-05,Down
Os03g0349600,['not assigned.unknown'],LOC_Os03g22720,-0.243929786,0.637315844,,-0.771118065,0.037099205,,-1.23637054,0.000748293,Down,-1.183006367,0.000753072,Down,-0.883362667,0.016067468,
Os03g0350100,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os03g22730,-0.293504383,0.129184701,,-0.035333069,0.871506194,,0.252984921,0.151298003,,0.274322363,0.105337838,,-0.297685928,0.078158688,
Os03g0350300,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os03g22740,-0.361513036,0.134718632,,-0.226980787,0.330193649,,-0.288706003,0.198945863,,-0.410843016,0.049594613,,-0.617506227,0.002014274,
Os03g0351100,"['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os03g22770,2.571134868,5.11E-64,Up,3.243367947,5.13E-104,Up,3.055477366,1.55E-91,Up,3.290558086,2.48E-107,Up,3.201281661,1.82E-100,Up
Os03g0351200,['tetrapyrrole synthesis.divinyl chlorophyllide-a 8-vinyl-reductase'],LOC_Os03g22780,-0.472722419,0.730904783,,-1.448661232,0.157672948,,-0.655044782,0.563555484,,-1.558131387,0.116642619,,-1.592911963,0.133273181,
Os03g0351300,['major CHO metabolism.degradation.starch.starch cleavage.beta amylase'],LOC_Os03g22790,4.546769644,5.61E-42,Up,4.09696532,2.11E-34,Up,3.282513558,5.39E-22,Up,3.278893979,3.23E-22,Up,3.379044508,2.33E-23,Up
Os03g0351400,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os03g22800,1.051316378,5.84E-06,Up,1.315621023,1.88E-09,Up,1.085385982,1.33E-06,Up,0.764015675,0.000840833,,0.163365431,0.558668439,
Os03g0351500,['redox.dismutases and catalases'],LOC_Os03g22810,0.57916541,0.000257043,,0.425867837,0.006736733,,0.081182194,0.683769784,,-0.199227121,0.24517277,,-0.287524544,0.075250932,
Os03g0351700,['not assigned.unknown'],LOC_Os03g22820,5.428319413,3.97E-18,Up,6.004820887,1.35E-22,Up,4.989707015,1.61E-15,Up,4.953570424,1.47E-15,Up,5.661726836,4.25E-20,Up
Os03g0352300,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os03g22880,-0.636733413,0.000527711,,-0.400847883,0.028644309,,-0.200449384,0.324741684,,-0.136656611,0.513964288,,-0.960063808,1.97E-08,
Os03g0352450,NA,LOC_Os03g22900,0.208263657,0.637315844,,0.239636146,0.505852249,,0.062533857,0.881821884,,-0.163387107,0.66322753,,-0.341810851,0.317220969,
Os03g0352500,"['RNA.regulation of transcription.Chromatin Remodeling Factors', 'DNA.unspecified']",LOC_Os03g22900,-0.417753338,0.11858405,,-0.348161185,0.154991454,,-0.280224146,0.273925946,,-0.089606164,0.753282545,,-0.131963924,0.621278167,
Os03g0352800,['lipid metabolism.FA synthesis and FA elongation.ACP protein'],LOC_Os03g22950,-0.46220022,0.074544123,,-0.347775548,0.151655196,,-0.3196824,0.198945863,,-0.211407025,0.404055417,,-0.252247077,0.305192259,
Os03g0353000,['not assigned.unknown'],LOC_Os03g22960,0.409844822,0.560199906,,0.650937587,0.229819847,,0.973381275,0.059041558,,1.036872111,0.032944247,Up,1.940116938,1.71E-05,Up
Os03g0353600,NA,LOC_Os03g23030,-0.92331747,0.121643483,,-1.675058904,0.001073359,Down,-1.220042279,0.023633333,Down,-1.416834821,0.004897919,Down,-1.917943541,0.000444995,Down
Os03g0353701,['development.unspecified'],LOC_Os03g23030,-1.356064108,0.100107726,,-2.189754806,0.002593064,Down,-1.604518137,0.034298678,Down,-1.407692884,0.048530846,Down,-2.149301918,0.004897936,Down
Os03g0353900,['development.unspecified'],LOC_Os03g23050,-1.506442458,0.051056783,,-2.395829914,0.000660455,Down,-1.689968485,0.020786778,Down,-1.248689418,0.066936628,,-1.114298119,0.117662551,
Os03g0355100,['not assigned.unknown'],LOC_Os03g23900,0.300499319,0.614761202,,0.549456264,0.221222898,,0.887494572,0.034923965,,1.172295081,0.002525234,Up,1.170215785,0.003067808,Up
Os03g0355700,['not assigned.unknown'],LOC_Os03g23960,-2.055983337,0.001736619,Down,-1.881254843,0.00203981,Down,-3.589617495,8.34E-07,Down,-3.308459334,1.82E-07,Down,-2.721777222,3.47E-05,Down
Os03g0355800,['misc.O-methyl transferases'],LOC_Os03g23970,-0.4016069,0.360137478,,-0.661114147,0.061650765,,-0.615681275,0.09422355,,-0.053847747,0.905459439,,-0.457077973,0.21247173,
Os03g0356300,['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L6'],LOC_Os03g24020,-0.319259532,0.637655165,,-1.744512675,0.000246513,Down,-2.40201192,4.29E-06,Down,-2.371189235,7.23E-07,Down,-2.707834186,5.07E-07,Down
Os03g0356400,['redox.glutaredoxins'],LOC_Os03g24030,-0.248705805,0.701534377,,-0.556556479,0.252102761,,0.052371417,0.931096735,,0.150928255,0.781133183,,-0.040512226,0.944042876,
Os03g0356414,['development.unspecified'],LOC_Os03g24040,0.249997844,0.478092092,,0.954798795,9.77E-05,,0.649816588,0.012796244,,0.571515523,0.026612456,,0.848798943,0.000628797,
Os03g0356484,['cell.division'],LOC_Os03g24060,0.265285884,0.401803239,,0.365336275,0.157964388,,0.769494911,0.001011076,,0.919712633,3.73E-05,,1.444661652,2.85E-11,Up
Os03g0356526,['not assigned.unknown'],LOC_Os03g24100,2.340946845,0.237499964,,2.822312736,0.090726173,,1.921467566,0.30147067,,1.430274263,0.448272581,,2.680364617,0.104908959,
Os03g0356652,['RNA.regulation of transcription.unclassified'],LOC_Os03g24184,1.195386507,2.39E-08,Up,1.098193588,1.68E-07,Up,1.123516625,1.07E-07,Up,1.30921946,1.81E-10,Up,1.029668712,1.21E-06,Up
Os03g0356700,['cell.organisation'],LOC_Os03g24220,0.557989874,0.001575497,,-0.494179262,0.003895376,,-0.657180956,8.35E-05,,-0.627746765,0.000144514,,-0.747685659,5.05E-06,
Os03g0357200,NA,None,-2.241251468,0.182342963,,-2.018070534,0.169426541,,-1.920103524,0.210305521,,-1.894280931,0.183326423,,-2.468608623,0.105285706,
Os03g0358100,['redox.ascorbate and glutathione.glutathione'],LOC_Os03g24380,0.909048928,7.07E-07,,1.605110909,2.98E-21,Up,1.501692802,1.94E-18,Up,1.583959925,7.37E-21,Up,1.543820962,1.75E-19,Up
Os03g0358200,['protein.degradation.serine protease'],LOC_Os03g24390,-1.471332783,0.394182006,,-2.331586166,0.111842359,,-1.229706874,0.426272251,,-1.040043332,0.480914299,,-1.159297085,0.43272346,
Os03g0358975,NA,None,0.193041531,0.86162281,,1.218901755,0.083580095,,1.153412733,0.104770784,,0.980908985,0.167819411,,0.99986051,0.151746815,
Os03g0359100,['misc.aminotransferases.aminotransferase class IV family protein'],LOC_Os03g24460,-0.178425302,0.481479924,,-1.239963459,1.63E-12,Down,-0.772894343,2.09E-05,,-0.718771139,5.98E-05,,-1.18956941,2.32E-11,Down
Os03g0360700,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os03g24600,0.398025148,0.094550406,,-0.230202266,0.330266754,,-0.499769637,0.019489521,,-0.453520433,0.030971168,,-0.352406272,0.103656346,
Os03g0360800,['DNA.synthesis/chromatin structure'],LOC_Os03g24610,-0.120786684,0.93524342,,1.134325949,0.180785357,,2.327721227,0.001780304,Up,1.92288551,0.010216432,Up,2.9319725,3.51E-05,Up
Os03g0362200,['not assigned.unknown'],LOC_Os03g24730,1.990022997,1.83E-05,Up,3.17274566,3.41E-14,Up,3.090462686,2.83E-13,Up,3.071424546,1.88E-13,Up,2.829792844,3.55E-11,Up
Os03g0363100,['not assigned.unknown'],LOC_Os03g24820,0.032483739,0.981115091,,1.742088703,0.013789373,Up,1.65895868,0.020671566,Up,1.685614559,0.015991206,Up,0.408858252,0.633260849,
Os03g0363400,['not assigned.unknown'],LOC_Os03g24844,-0.390962588,0.456423924,,-0.073720943,0.885595488,,0.178225083,0.718001799,,0.207315067,0.65201571,,0.0713082,0.884943395,
Os03g0363600,['transport.sugars'],LOC_Os03g24870,-0.902409302,0.261103512,,-0.918237557,0.186585095,,-1.793510313,0.012049329,Down,-1.908461167,0.00372797,Down,-2.897307346,0.000261012,Down
Os03g0363700,['development.unspecified'],LOC_Os03g24880,-0.404216311,0.490761345,,-0.235903303,0.65524695,,0.03316324,0.955740564,,-0.004994789,0.994014578,,-0.446385788,0.35637666,
Os03g0363950,['not assigned.unknown'],LOC_Os03g24910,-0.408146399,0.525662012,,-0.650475585,0.20252707,,-0.430254843,0.437647478,,-0.851219866,0.077753772,,-1.626523308,0.001618322,Down
Os03g0364400,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os03g24930,-0.142110091,0.821377339,,-0.327728483,0.485984733,,0.448801485,0.311779345,,0.187052731,0.702472723,,0.22003259,0.634596565,
Os03g0364500,['cell.organisation'],LOC_Os03g24940,-1.144608482,0.002518153,Down,-1.535824153,1.06E-05,Down,-2.849590626,1.12E-12,Down,-2.430599775,6.56E-12,Down,-2.394423274,3.70E-10,Down
Os03g0364700,['not assigned.unknown'],LOC_Os03g24950,1.055949989,1.72E-05,Up,1.03372138,1.13E-05,Up,0.672883794,0.008253081,,0.629549466,0.01099614,,0.955465963,6.91E-05,
Os03g0365850,NA,LOC_Os03g25040,0.621149009,0.355238522,,0.949174741,0.079429901,,0.379464402,0.553012347,,0.839739383,0.119172482,,-0.233189496,0.720346504,
Os03g0365900,['misc.GDSL-motif lipase'],LOC_Os03g25040,0.165002506,0.749085536,,0.500994698,0.170777705,,0.303637779,0.444961698,,0.560764186,0.109628134,,0.007926979,0.985702734,
Os03g0366000,['protein.folding'],LOC_Os03g25050,-0.299734219,0.401016209,,-0.440295485,0.131379392,,-0.427805757,0.151370613,,-0.12211785,0.717729546,,0.642319025,0.015379744,
Os03g0366900,['RNA.regulation of transcription.unclassified'],LOC_Os03g25130,0.245568111,0.795701104,,1.037279885,0.088565492,,1.258864404,0.036228544,Up,1.184519782,0.041587378,Up,1.597762295,0.00463576,Up
Os03g0367101,NA,LOC_Os03g25150,-0.179181862,0.819704852,,-0.656449456,0.235090996,,-1.264724471,0.014876146,Down,-1.447947513,0.003536838,Down,-2.364272338,5.42E-06,Down
