Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
Os03g0130700,['not assigned.unknown'],LOC_Os03g03860,0.975423835158143,0.049452911067173,,1.7327345393163,4.08E-05,Up,1.29556284472861,0.002794275773715,Up,1.69441349623636,1.29E-11,Up
Os03g0130900,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os03g03880,-0.973658668701915,0.060997708291686,,-1.23983023728323,0.009847789359721,Down,-1.54543646306945,0.000585425044831,Down,-0.670704850188641,0.093762724470456,
Os03g0131100,['RNA.regulation of transcription.NIN-like bZIP-related family'],LOC_Os03g03900,0.649268208239549,0.375091272190671,,1.60882798211866,0.002488544026239,Up,1.44942526352431,0.006709394923513,Up,0.925697274260132,0.166177616125217,
Os03g0132000,['secondary metabolism.phenylpropanoids'],LOC_Os03g04000,2.36631071357335,2.91E-11,Up,1.21329662675378,0.001766015668997,Up,0.752487577088082,0.02966401631729,,1.58760238235306,0.004395987608566,Up
Os03g0132200,['cell wall.modification'],LOC_Os03g04020,2.05377156696061,2.49E-07,Up,1.87598318454041,3.24E-06,Up,-0.028056473335943,0.986845107697811,,-0.263368576757221,0.80366180137755,
Os03g0132250,NA,None,1.94752581267166,0.008601883151345,Up,1.71341612923654,0.021876424085625,Up,-1.37786993405496,0.356205442443739,,1.74767080822151,0.000341186141436,Up
Os03g0132300,['hormone metabolism.abscisic acid.synthesis-degradation'],LOC_Os03g04030,-0.131467044185085,0.878072756794385,,0.649418005846554,0.207352071325048,,1.11077467745399,0.010865612064371,Up,1.09573841511849,0.012512935925082,Up
Os03g0132900,['stress.biotic'],LOC_Os03g04060,0.088740219689964,0.959959318604278,,-0.780643413859186,0.481519398938434,,-1.67753397151537,0.079921905848227,,-1.97042559909441,0.044136067162878,Down
Os03g0133000,['development.unspecified'],LOC_Os03g04070,1.7760571387677,0.01375528855997,Up,0.666922951858248,0.437527379767784,,2.45535402650991,9.79E-06,Up,2.68586930890811,9.72E-07,Up
Os03g0133400,['not assigned.unknown'],LOC_Os03g04110,1.49700192137949,0.000209824799188,Up,1.03971078957614,0.013787213852125,Up,2.73755655666797,1.03E-07,Up,2.97523816896797,1.15E-06,Up
Os03g0133500,['lipid metabolism.FA synthesis and FA elongation.acyl coa ligase'],LOC_Os03g04120,0.938062184168738,0.355261804379071,,1.93191935531883,0.010109231817795,Up,2.13007381324595,0.002333652532807,Up,1.5990273014585,6.97E-09,Up
Os03g0133900,['amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.SAT'],LOC_Os03g04140,-0.377203613200655,0.492855022852058,,-0.394733259474547,0.389719173443545,,-0.342347377809783,0.445549360388405,,-0.555734536293198,0.182342957807929,
Os03g0134300,['amino acid metabolism.synthesis.histidine.ATP phosphoribosyl transferase'],LOC_Os03g04169,-0.174884260203124,0.693256715748843,,-0.653096477954992,0.026031375494512,,-0.465279273213103,0.11323206687778,,-0.385112952320812,0.203009325083362,
Os03g0134500,['misc.cytochrome P450'],LOC_Os03g04190,-0.215480541269337,0.846264364144035,,0.067466617447109,0.942875713325399,,-1.12982255337811,0.097569160206962,,-2.11171713271307,0.001897224138473,Down
Os03g0134900,['misc.glutathione S transferases'],LOC_Os03g04220,-0.355951964006907,0.762290694954972,,-1.98813412820339,0.010139361656408,Down,-2.17462084220835,0.002470787312708,Down,4.0887429452304,1.63E-07,Up
Os03g0135100,['misc.glutathione S transferases'],LOC_Os03g04240,0.24391660139156,0.888813463481823,,0.086008709185801,0.951639057031624,,-1.4569011966907,0.175136811395174,,-1.99273073525204,0.066552136678738,
Os03g0135200,['misc.glutathione S transferases'],LOC_Os03g04250,0.166788041380389,0.911327355564565,,-0.064111878926755,0.9555790720261,,-1.70319840920432,0.039850591731396,Down,-3.11772750907472,0.000271559648599,Down
Os03g0135300,['misc.glutathione S transferases'],LOC_Os03g04260,-0.326676623425411,0.746983290439177,,-2.02365181489195,0.003584534309668,Down,-1.7573323934499,0.005369210152834,Down,3.60578771287034,0.00680100938017,Up
Os03g0136200,['hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT2'],LOC_Os03g04340,-0.484792868641416,0.2557253048487,,-1.21006966989212,0.000286367411499,Down,-1.25513880997655,9.13E-05,Down,2.31612412957969,1.34E-08,Up
Os03g0136500,['not assigned.unknown'],LOC_Os03g04370,1.17645143495822,0.007107664133466,Up,2.16693480300154,1.45E-08,Up,3.30268475621404,1.01E-05,Up,1.31528737593092,1.23E-05,Up
Os03g0136900,['TCA / org. transformation.TCA.aconitase'],LOC_Os03g04410,0.20178618279517,0.756488542346664,,0.321945868315319,0.497520170213573,,-0.079556353316722,0.880952764981812,,-0.359824645951242,0.423883223668099,
Os03g0137200,['protein.postranslational modification'],LOC_Os03g04430,-2.51531714826022,2.14E-12,Down,-1.78659131697495,1.28E-06,Down,6.6173939003491,5.05E-07,Up,4.27575977712895,8.05E-20,Up
Os03g0137400,['not assigned.unknown'],LOC_Os03g04450,-0.406902440074113,0.442509406689237,,0.409049919386065,0.353368137622592,,0.560988969455224,0.167687026095692,,0.966035820131822,0.009214061482877,
Os03g0137600,['not assigned.unknown'],LOC_Os03g04470,-0.39790130415511,0.643546467637054,,-0.998788407716641,0.112315021352681,,-1.27143020660981,0.027027092258029,Down,-1.1729317208784,0.0440657029399,Down
Os03g0137800,['cell.cycle'],LOC_Os03g04490,0.717608462553652,0.415034630808081,,-0.203417907740882,0.829970680161497,,-0.256642634271482,0.76197236591362,,-0.636035211916291,0.40891906707368,
Os03g0138000,['signalling.calcium'],LOC_Os03g04500,1.35749804596817,0.000274850606468,Up,2.25193929720726,6.30E-11,Up,2.96272117407018,6.03E-16,Up,0.837933136487445,0.043426939862271,
Os03g0138100,['RNA.processing.splicing'],LOC_Os03g04520,-0.559929858958627,0.108936560072316,,-0.2110751463563,0.578717268512096,,-0.027590842378408,0.94843350621163,,-0.225061749576456,0.530865670252897,
Os03g0138500,['not assigned.unknown'],LOC_Os03g04550,0.207730739104527,0.890732077486705,,-1.44715418663419,0.121744313124006,,-1.86151550300497,0.030722121645455,Down,-3.64332444668993,9.91E-05,Down
Os03g0138700,['transport.peptides and oligopeptides'],LOC_Os03g04570,0.820577962697447,0.498743666324926,,0.010714605934103,0.994009124684611,,0.124442636623199,0.917960025412411,,0.705372734413332,0.47956214490378,
Os03g0139100,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23'],LOC_Os03g04590,-0.178111679609709,0.720802078647753,,-0.582524420701741,0.076857048422722,,-0.604563654672623,0.057410389233996,,-0.432670717969857,0.195014617097931,
Os03g0139200,['not assigned.unknown'],LOC_Os03g04600,1.23788119916867,0.036643155197592,Up,2.335087243105,3.67E-06,Up,0.076272345693527,0.84343504879664,,2.92257549457041,0.063532551553268,
Os03g0139400,['not assigned.unknown'],LOC_Os03g04610,1.37808147524172,0.00391402382541,Up,1.35842696793532,0.004151019163164,Up,0.604890136418785,0.207386948580594,,0.547181711462232,0.336235405410603,
Os03g0140200,['misc.cytochrome P450'],LOC_Os03g04660,-1.39193811476855,0.017255751160029,Down,-0.727014962421231,0.242670633703278,,4.43070717196541,3.22E-09,Up,4.09167776673,6.81E-08,Up
Os03g0140500,['not assigned.unknown'],LOC_Os03g04690,-1.22929340437991,0.035940555371571,Down,-0.720075368677978,0.239888571468367,,-0.071970816901549,0.899187212418405,,0.233025608824745,0.646404095920731,
Os03g0140700,['not assigned.unknown'],LOC_Os03g04710,1.99524655196748,0.008396221643134,Up,1.08426244916324,0.18529031297481,,2.1842869253606,0.002041841805453,Up,2.26558450076209,0.001348431136095,Up
Os03g0141000,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L21'],LOC_Os03g04750,-0.02875350650071,0.96941578908561,,-0.326556634681734,0.436097103560283,,-0.538300896873375,0.150990537915666,,-0.609511523833272,0.096084431253657,
Os03g0141200,['major CHO metabolism.degradation.starch.starch cleavage.beta amylase'],LOC_Os03g04770,6.45254375684239,2.29E-27,Up,5.45573508131919,1.26E-19,Up,-3.42767871603946,5.83E-05,Down,-3.01012606005506,0.000575632054557,Down
Os03g0142500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g04890,2.81686748203291,2.35E-17,Up,1.95300189294795,1.74E-08,Up,1.63331634372703,1.37E-07,Up,1.2795807266629,0.000102306646294,Up
Os03g0142600,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os03g04900,6.30491499140216,5.65E-10,Up,6.1363256108876,1.78E-09,Up,-3.29789034808249,6.00E-07,Down,-4.2492731528289,3.55E-14,Down
Os03g0142800,['transport.ABC transporters and multidrug resistance systems'],LOC_Os03g04920,0.437014711487295,0.46793583636343,,0.794390703423785,0.078683813465382,,-0.06156666990973,0.919028903921074,,-0.283198817888668,0.586933724991379,
Os03g0142900,['not assigned.unknown'],LOC_Os03g04930,-0.157392287304449,0.809386947426225,,0.441186321089899,0.31156908793377,,1.0056966322898,0.00678658257874,Up,1.43029338447012,5.14E-05,Up
Os03g0143200,NA,None,-1.85798848053791,0.019988852176193,Down,-3.52590921886535,9.00E-06,Down,5.26684981212594,9.85E-24,Up,6.70068453672647,5.50E-11,Up
Os03g0143400,['protein.folding'],LOC_Os03g04970,-0.319759277184658,0.628833542135662,,-0.710028242870545,0.148381319743028,,-0.614206319971333,0.190774276160761,,-0.790713420262957,0.083170652255322,
Os03g0143700,['not assigned.unknown'],LOC_Os03g04990,-0.121589975900431,0.83049108611417,,-0.49707092425354,0.173458659243262,,-0.799839485745118,0.014567972730878,,-0.954664688475768,0.002916819468006,
Os03g0143800,NA,LOC_Os03g05020,-0.240611083913383,0.837836834939705,,-0.164615831484462,0.868656549025652,,-0.067823418409557,0.941172531603717,,0.109314069800788,0.905601530059632,
Os03g0144000,['not assigned.unknown'],LOC_Os03g05040,-0.272095320294226,0.660977421658707,,-0.708169743818619,0.118583742357012,,-0.882253068226143,0.031191002578393,,-0.777773727272797,0.063141203061083,
Os03g0144100,NA,None,0.158709051021713,0.916175473227412,,1.13899935816208,0.177461914039727,,1.49898570612076,0.045440575431361,Up,1.80546865973976,0.012329868163221,Up
Os03g0144150,NA,None,-0.07616110873218,0.951032729345591,,1.19280407580715,0.049685204263855,Up,1.41079601819389,0.010706297116293,Up,1.67455358705763,0.040468604040611,Up
Os03g0144200,['not assigned.unknown'],LOC_Os03g05049,-0.400911279786223,0.596334173131958,,0.444069830953769,0.45943741997191,,0.921507088468053,0.066086785983485,,1.31432687943518,0.005257917153683,Up
Os03g0144300,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os03g05060,-0.104200335072836,0.956664772370234,,-1.20208679259061,0.275717427878619,,-0.689987667977301,0.540444326715411,,-0.575210423552271,0.617737134171205,
Os03g0144500,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os03g05070,-0.38839078928461,0.853979558179946,,-0.612968681468823,0.705245824037223,,-0.58438002129611,0.695488899633466,,-0.668318440563299,0.65611743686305,
Os03g0144700,['not assigned.unknown'],LOC_Os03g05100,-1.5378309666123,0.108740756042408,,-1.54142029675249,0.108702511183176,,-0.808626982991376,0.357709666465529,,-1.17342848860558,0.17636974338228,
Os03g0144800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os03g05110,2.12467620692483,5.80E-06,Up,0.080350033121251,0.913544466535274,,-1.39914571890853,0.12823689997013,,-0.449299381222581,0.665597464443145,
Os03g0145500,['not assigned.unknown'],LOC_Os03g05200,1.0521086277614,0.003585923191451,Up,1.2732631389779,0.00017014246421,Up,-0.128098630784206,0.787401010295004,,2.12473295163829,2.81E-08,Up
Os03g0145700,['not assigned.unknown'],"LOC_Os03g05220, LOC_Os03g05225",-0.865228933506523,0.091026216967105,,-0.934616508945337,0.050016645867343,,-0.49637097067903,0.321763921581858,,-0.262062311562524,0.633467934910577,
Os03g0145900,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g05270,3.34217532511366,2.14E-09,Up,3.21520527903029,1.00E-08,Up,1.2866894639647,0.007027435684973,Up,0.709310724005193,0.785559691231488,
Os03g0146000,['signalling.G-proteins'],LOC_Os03g05280,0.876698798927294,0.036030969919466,,0.447021149444574,0.318142220744674,,0.156922500215594,0.752410121009971,,0.134537159269568,0.791976096642243,
Os03g0146200,NA,None,0.467057493607125,0.586908841000432,,0.372476988436312,0.61683838561,,-0.632290525479264,0.347649374624025,,-1.17781347407441,0.062889514439146,
Os03g0146300,['cell.cycle'],LOC_Os03g05300,-0.02651003518788,0.983684285935793,,-0.431327515977248,0.547874582044347,,-1.05533718208421,0.078501020263089,,-1.62178124442848,0.005268850204134,Down
Os03g0146400,['cell.cell death.plants'],LOC_Os03g05310,0.326945846560371,0.50597571482249,,1.10545019307969,0.000778403167619,Up,1.34006297440203,1.24E-05,Up,1.06744083885089,0.02667440927486,Up
Os03g0146500,['not assigned.unknown'],LOC_Os03g05320,-0.984277937108846,0.048132211040729,,-0.776335111714662,0.119243533803534,,-1.12308683196977,0.012303153994895,Down,-1.15744327408339,0.010286740137715,Down
Os03g0147400,['not assigned.unknown'],LOC_Os03g05390,1.27386221370244,0.010314769288781,Up,2.09036419025642,2.21E-06,Up,3.11140189708366,1.27E-09,Up,1.33138156837218,0.002715166649802,Up
Os03g0148000,['RNA.processing'],LOC_Os03g05440,1.50564662447965,0.066700020998293,,2.15161731478274,0.002718483316421,Up,2.80279294084554,2.01E-05,Up,1.36437091991312,3.39E-06,Up
Os03g0148400,['not assigned.unknown'],LOC_Os03g05460,1.32125011331712,0.066070995683034,,0.571039761808035,0.491417071456188,,-0.115393588414949,0.902583781073401,,-0.932664090924677,0.249019101584614,
Os03g0149000,"['RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family']",LOC_Os03g05500,-0.718446627475096,0.698996712887615,,0.331830205350467,0.834791365544048,,-0.706750303828955,0.615825810764296,,0.193014762248355,0.901066233291865,
Os03g0149200,['not assigned.unknown'],LOC_Os03g05520,0.386506706091637,0.594297912676317,,-0.229257704105368,0.723603778873441,,-0.609584342542304,0.258996581306117,,-0.918333353033951,0.069701212123256,
Os03g0149300,['development.unspecified'],LOC_Os03g05530,-2.53209496933377,0.055023156610243,,-5.99221805760415,8.28E-08,Down,-6.50353669781545,3.30E-09,Down,6.96934012901237,2.08E-06,Up
Os03g0149400,['cell.organisation'],LOC_Os03g05540,-0.191019883815216,0.817615923800065,,-0.450340818993912,0.469333991303936,,-0.010935866421243,0.987795763752595,,0.206265441481512,0.734915775104367,
Os03g0149800,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g05570,-0.161172116255578,0.915303037138653,,-0.957815401195698,0.306050985243869,,-1.05893647226196,0.228918689792005,,-1.10638722253302,0.206345875561351,
Os03g0150600,['transport.phosphate'],LOC_Os03g05620,-0.27402368766501,0.715648892932595,,-1.68585338076051,0.000196919780793,Down,-1.34378113809824,0.003096306436982,Down,-2.13963844669457,0.001995930083263,Down
Os03g0150800,['transport.phosphate'],LOC_Os03g05640,0.136810733175202,0.926264766008703,,-0.41254309832216,0.694519648748114,,-0.065050167540506,0.95254187281741,,0.275506982881773,0.78067640181114,
Os03g0151600,['misc.GCN5-related N-acetyltransferase'],LOC_Os03g05710,-0.537697612561597,0.54256412028619,,-1.00272100841305,0.150971759407898,,-1.42088576398189,0.023921590741157,Down,-1.35308902503032,0.033693788706436,Down
Os03g0151700,['development.unspecified'],LOC_Os03g05720,-0.259601126525764,0.50477264639222,,-0.477135466241343,0.113716189790389,,-0.405100042062632,0.165420124142489,,-0.493402628395281,0.08284772901946,
Os03g0151800,['cell.division'],LOC_Os03g05730,0.313601358106688,0.645218532097436,,0.760081152074295,0.106291331626848,,1.02675826372632,0.01866034920954,Up,1.07863328041838,0.012508170709894,Up
Os03g0152100,['RNA.regulation of transcription.E2F/DP transcription factor family'],LOC_Os03g05760,2.70043738506679,4.03E-12,Up,2.50921960667051,3.18E-10,Up,1.70418640779816,0.000161713039006,Up,-2.57207804835666,0.049495611431323,Down
Os03g0152200,NA,None,2.56147081230288,1.35E-06,Up,1.79798001370517,0.001793076371665,Up,0.69072325667854,0.470007430699082,,-0.419425795606493,0.441107948061329,
Os03g0152400,['secondary metabolism.phenylpropanoids'],LOC_Os03g05780,-0.90508018894651,0.013472924901657,,-1.19817005935326,0.000546184868369,Down,-1.16517917415027,0.000478574103945,Down,2.38537184395894,0.002361467199046,Up
Os03g0152600,['not assigned.unknown'],LOC_Os03g05800,-0.05344361852085,0.960779846720141,,0.955590628888193,0.081355053521794,,-0.162217403499152,0.814817827764009,,0.063950594204285,0.931556829502269,
Os03g0152900,['cell.organisation'],LOC_Os03g05820,-0.047672646652183,0.96172495154769,,0.816740229361094,0.108909777901724,,1.03292419731902,0.028976707358507,Up,0.97590873258095,0.04040582010097,
Os03g0154100,"['misc.oxidases - copper, flavone etc.']",LOC_Os03g05920,1.03249567966096,0.150847950008951,,-0.06001813738026,0.949263358378749,,0.778840231313106,0.244538429429297,,1.05926332002477,0.093315090936158,
Os03g0154700,['protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9'],LOC_Os03g05980,0.038755980156532,0.970146841981022,,-0.129277519634192,0.849148159357542,,-0.487590667293516,0.375243112277035,,-0.451173221399135,0.413953589424584,
Os03g0155300,['cell wall.modification'],LOC_Os03g06000,0.164222355920971,0.943571996677003,,-0.261526007889325,0.879494434661276,,-0.530832072875601,0.720047536473838,,-0.536870788278757,0.721456381703375,
Os03g0156700,['transport.metal'],LOC_Os03g06090,1.03819699865417,0.001947297097499,Up,0.893411425685484,0.008037936682894,,2.72826840531595,0.372241281734522,,2.28364129999662,0.484619866448887,
Os03g0157300,['not assigned.unknown'],LOC_Os03g06120,-0.136557661112833,0.890732077486705,,-1.52773055661245,0.006391582026882,Down,-1.37946051408637,0.010409595810396,Down,3.0789955781567,0.000298728982734,Up
Os03g0157400,['transport.ABC transporters and multidrug resistance systems'],LOC_Os03g06139,1.28702613399719,0.25624802497378,,1.83031885014228,0.051562899736286,,1.44492680062132,0.126119329834634,,0.350514167065538,0.775715847440961,
Os03g0157800,['DNA.synthesis/chromatin structure'],LOC_Os03g06190,0.273587518096429,0.646227488151317,,0.836034997996982,0.0347952952706,,1.21497313902416,0.000776171530696,Up,1.26362391847564,0.000435556787346,Up
Os03g0157900,['amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase'],LOC_Os03g06200,0.392198237952507,0.497763664345929,,0.227766436756434,0.665205700874951,,0.366764776177472,0.43623626946837,,0.43521063858749,0.339006921643496,
Os03g0158200,['DNA.synthesis/chromatin structure'],LOC_Os03g06220,0.09281198363543,0.890732077486705,,0.627020022044194,0.107519630226717,,0.515799533337581,0.180326137702457,,0.33482769331318,0.418187942686128,
Os03g0158300,['not assigned.unknown'],LOC_Os03g06230,0.389490094794712,0.805685232891144,,-1.57532808504347,0.228982273474712,,-1.07525895751656,0.346598314939023,,-0.849236962500135,0.471097080025742,
Os03g0158500,['signalling.calcium'],LOC_Os03g06240,-0.928676425150637,0.032951762257043,,-0.846459225786364,0.042098357346332,,-0.596247266606676,0.168935067393868,,-0.437055944082684,0.334300538090665,
Os03g0158600,['not assigned.unknown'],LOC_Os03g06250,1.80475895924675,0.002934431673303,Up,2.33888436745102,3.89E-05,Up,2.40965397031582,1.22E-07,Up,-0.0786064058145,0.902768814263897,
Os03g0158700,['protein.degradation.subtilases'],LOC_Os03g06290,0.256463546263828,0.805060435175023,,-0.259827243379348,0.766932869501693,,-1.12043419775385,0.102510162587525,,-1.55017199479653,0.025795209352597,Down
Os03g0158900,NA,None,-1.63718105936761,0.165098086973238,,-1.45718432164356,0.203387337843187,,-2.40753819047793,0.021908669733459,Down,-2.83348131078087,0.012850763957103,Down
Os03g0159100,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os03g06330,-0.11622118170323,0.908361328644456,,-1.6667348544432,0.001319848800869,Down,-2.191262688969,9.60E-06,Down,3.57056791047991,0.001056761448758,Up
Os03g0159150,NA,None,1.31086261994032,0.282450206906383,,1.62641287964259,0.119669983007115,,2.13025492160274,0.022162388945215,Up,2.39569760627429,0.008449123620836,Up
Os03g0159400,['not assigned.unknown'],LOC_Os03g06350,0.971033192443984,0.37322377719865,,0.310569229543375,0.791875320511865,,0.173374334290041,0.878380156540433,,0.934606022845751,0.305527531894315,
Os03g0159900,['stress.abiotic.heat'],LOC_Os03g06390,2.78169588074041,4.13E-11,Up,4.0168699278773,1.10E-22,Up,1.64692410522299,1.04E-05,Up,-1.59640911896941,0.008859311389941,Down
Os03g0160000,['not assigned.unknown'],LOC_Os03g06400,0.642403573178611,0.415034630808081,,2.39700831074217,4.69E-06,Up,2.25005223882752,1.53E-05,Up,0.534229719468405,0.685611609521415,
Os03g0160100,['protein.postranslational modification'],LOC_Os03g06410,1.02030109390605,0.010412902680017,Up,2.06229593399157,2.62E-09,Up,3.57442476039796,8.50E-07,Up,1.20045514738656,6.29E-05,Up
Os03g0160400,['RNA.processing.RNA helicase'],LOC_Os03g06440,-0.050633562705368,0.953200302442297,,0.36316205527862,0.479455240338501,,-0.112154872508594,0.840682334616793,,0.02521472555718,0.966328398111624,
Os03g0160900,['not assigned.unknown'],LOC_Os03g06480,-0.436435129455373,0.410805925102304,,-0.300206496371882,0.543117986858501,,-0.232898679000574,0.621760604800067,,-0.087715571235847,0.867382595360571,
Os03g0161100,['protein.postranslational modification'],LOC_Os03g06510,0.788509584622201,0.197679688160221,,-0.003150433135527,0.996635522936103,,-0.307126701281305,0.621725945064256,,-1.05646771925982,0.042510268412018,Down
Os03g0161400,['signalling.calcium'],LOC_Os03g06570,2.16789051636129,0.004935213867908,Up,2.58577336819106,0.000366773077718,Up,-0.419942015691103,0.547179135765313,,-1.51841860667188,1.92E-06,Down
Os03g0161500,['not assigned.unknown'],LOC_Os03g06580,2.70607066667925,2.10E-05,Up,4.63640472514836,4.99E-15,Up,1.70296310304022,1.76E-08,Up,-2.42282881051653,6.05E-06,Down
Os03g0161600,['stress.abiotic.unspecified'],LOC_Os03g06610,-0.239433869162277,0.911190541103794,,0.060342073273319,0.971513319456077,,-0.155764798236466,0.919908078398833,,-0.449022682794188,0.762169762218988,
Os03g0161800,['metal handling.regulation'],LOC_Os03g06620,0.318742727956041,0.64988398573477,,0.148325341415153,0.811594320875133,,-0.234884316201715,0.678499345099946,,-0.101494721774269,0.869634744042687,
Os03g0161950,['not assigned.unknown'],LOC_Os03g06640,0.572475338176195,0.59873345962176,,1.22353794901598,0.115334044121298,,1.76520309557642,0.010089695571534,Up,2.08295480887094,0.001759380728974,Up
Os03g0162000,"['misc.oxidases - copper, flavone etc.']",LOC_Os03g06654,0.23919849356231,0.795757687759188,,0.548719431467676,0.403304402133953,,1.73372004539406,0.000428355727245,Up,1.93648755106274,6.44E-05,Up
Os03g0162200,['DNA.synthesis/chromatin structure.histone'],LOC_Os03g06670,-0.227734544176278,0.869749191896188,,-1.68294071867399,0.04387548661071,Down,-2.32692477924392,0.002610496543479,Down,2.67149249897246,1.47E-05,Up
Os03g0163000,NA,None,0.43426907452981,0.645420656327432,,1.26439087785737,0.043986620927089,Up,1.21418144128179,0.045850475596636,Up,0.462678728076734,0.262620299796519,
Os03g0163100,['not assigned.unknown'],LOC_Os03g06720,0.451547508704963,0.756753219408395,,0.892599128871441,0.392314224631994,,0.056213972362476,0.96516244509861,,0.540687596667473,0.6154914968607,
Os03g0163200,['hormone metabolism.ethylene.signal transduction'],LOC_Os03g06730,-1.42435482544099,0.010045259557854,Down,-1.54674341411067,0.005348360329233,Down,4.47103905678829,1.85E-20,Up,3.11540580073166,7.02E-14,Up
Os03g0163500,['development.unspecified'],LOC_Os03g06760,-0.424177960820123,0.548973051430785,,-0.080904243400556,0.910192824054712,,-0.516083238933268,0.344723324125208,,-0.619288774924347,0.253233233861392,
Os03g0164100,['not assigned.unknown'],LOC_Os03g06835,-0.370093065831908,0.551655835019979,,-0.019873720369702,0.975042522582621,,0.340124736064175,0.492105617020986,,0.392690073771088,0.412869282416591,
Os03g0164300,['not assigned.unknown'],LOC_Os03g06850,0.306277340395879,0.665168019142432,,0.003320800879245,0.996416755274718,,0.566091752778318,0.251271583412983,,0.761128412907157,0.103044146339757,
Os03g0164400,['signalling.light'],LOC_Os03g06860,0.259662237932968,0.738000895234006,,1.01296101975211,0.037333942440565,Up,0.565787294019395,0.277415771783176,,1.87172104341696,3.84E-09,Up
Os03g0164700,['minor CHO metabolism.others'],LOC_Os03g06880,-0.412693897688585,0.43142728389979,,-0.320219712609261,0.502856510765542,,-0.182964242063799,0.698400743214881,,-0.080778372105054,0.87550338144616,
Os03g0164800,['not assigned.unknown'],LOC_Os03g06890,1.70240458951028,0.019849600214471,Up,1.18827252224142,0.128966593904456,,2.50770002791606,0.000936560977222,Up,2.31292326324292,0.002785709546003,Up
Os03g0165025,NA,None,1.97731246792724,0.007440663173549,Up,2.93737393238172,9.09E-06,Up,2.21317801141234,0.000133926402587,Up,2.63875534408363,0.003306910628628,Up
Os03g0165050,NA,None,3.93318201840142,3.40E-09,Up,4.81959187611275,1.33E-13,Up,0.947860591830288,0.335199435630323,,0.673533002680045,0.813466442522365,
Os03g0165100,['development.unspecified'],LOC_Os03g06910,-0.145334915708338,0.886011379642034,,0.120839916624321,0.880362244396545,,0.222281872036719,0.747021195443996,,-0.125677549942201,0.866919669333168,
Os03g0165266,['RNA.regulation of transcription.Chromatin Remodeling Factors'],LOC_Os03g06920,1.47994576995731,0.129591690030928,,1.10165926714865,0.260299202595173,,0.936464423403452,0.325782331216928,,0.08792445428793,0.944198593096182,
Os03g0165300,"['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os03g06930,-0.717651002210272,0.247409626898595,,-0.32070958435985,0.613233500176966,,-0.343788515147081,0.555936776200559,,0.225431128986035,0.710872024579624,
Os03g0165400,"['misc.gluco-, galacto- and mannosidases.beta-galactosidase']",LOC_Os03g06940,-0.0607466765776,0.950675047797755,,-1.14769289553163,0.023215819579559,Down,-1.59397594955014,0.000666079126807,Down,2.35233368494075,1.86E-09,Up
Os03g0166000,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os03g06980,-0.174273034563045,0.853236085466434,,-0.411128670716927,0.533518143565964,,-0.990266513533129,0.074520213962971,,-1.19029330750982,0.028313961246341,Down
Os03g0167000,['misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein'],LOC_Os03g07100,-0.194611362378532,0.950603229870534,,-0.514797477150818,0.81687850061192,,-0.711998119978034,0.718231348458774,,-1.1687981418178,0.545085246372948,
Os03g0167100,NA,None,-0.117809878860781,0.902358551410961,,-0.232083814796046,0.740933247252063,,-0.607341136482804,0.291683383645591,,-0.626633280757855,0.277379132693012,
Os03g0167200,['signalling.calcium'],LOC_Os03g07110,-0.162219400856432,0.876198765801944,,0.285619472176613,0.705936008181994,,0.488058456785187,0.446351925357573,,0.484750174656809,0.450032849365372,
Os03g0167400,['not assigned.unknown'],LOC_Os03g07120,-1.62106446133956,0.147763386676528,,-3.90841559440861,0.002282843303028,Down,-3.77399171354979,0.000387504453608,Down,6.02298013403828,0.000357703400855,Up
Os03g0167500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g07130,-0.186262985144462,0.731932618513945,,0.382610180699093,0.318543538251514,,0.505421952375936,0.147974500251631,,0.575088145149204,0.091716760546271,
Os03g0167700,['protein.postranslational modification'],LOC_Os03g07150,-0.214124447707179,0.772678590487361,,-0.316445943442975,0.579079540985627,,-0.44962492613435,0.374991972046344,,-0.648194024733966,0.181013656511734,
