Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
Os02g0670700,"['RNA.processing', 'RNA.regulation of transcription.MYB domain transcription factor family', 'protein.postranslational modification', 'transport.misc']",LOC_Os02g44970,0.007337618632326,0.997707488029875,,0.02110370984428,0.986432114600447,,0.184161590175693,0.837325211054242,,0.121738571070265,0.880195361014147,,0.647908071753517,0.238815988097559,,0.7696195391909,0.132071766676019,
Os02g0670900,['transport.amino acids'],LOC_Os02g44980,0.561389953575379,0.096883270997309,,0.060997589949078,0.922097697638436,,-0.038739307447098,0.944980104927033,,-0.457437042887125,0.123280864423646,,0.619927841127736,0.020303850704063,,0.373373112603816,0.198509334251479,
Os02g0671200,['not assigned.unknown'],LOC_Os02g45000,0.221454959309939,0.836981453636814,,0.089391982741095,0.91107198059275,,0.098814092844609,0.880450185259734,,0.04676971683942,0.936829859049041,,0.511664380872637,0.175281478355775,,0.694360431755471,0.042816699859806,
Os02g0671300,['hormone metabolism.ethylene.induced-regulated-responsive-activated'],LOC_Os02g45010,-1.85571034690973,1.04E-05,Down,-1.79213391427409,NA,,-0.592410461788326,NA,,2.05766399868109,0.011754272986351,Up,0.775107995749673,0.461315047100748,,-0.887162195926375,0.1328396480131,
Os02g0671800,['not assigned.unknown'],LOC_Os02g45040,1.67833191417249,0.058964556357354,,-0.94745398729417,NA,,-1.12228678430847,NA,,3.48129019818297,NA,,-0.20805176490202,0.54153406995727,,0.937163312317853,NA,
Os02g0672200,['development.unspecified'],LOC_Os02g45070,-0.204535236901986,0.665828438736984,,0.099481254921799,0.81338494491668,,0.069689569158181,0.856509344667547,,-0.159384223878973,0.566596626537268,,0.291269747124026,0.203574063602988,,-0.168036502146568,0.50321601721965,
Os02g0673100,['not assigned.unknown'],LOC_Os02g45160,-0.303000253452319,0.783019275709428,,-0.857910936540541,0.066062927813902,,-0.599818311909657,0.221161203987513,,-0.107718596729655,0.864617157952979,,1.15461306496254,0.002069091409473,Up,-0.28627201523697,0.561352063620072,
Os02g0673500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os02g45170,0.292252522086688,0.707604673636154,,0.315067512631243,0.550970760702765,,0.370848889142198,0.391596832116814,,0.418911490142818,0.266445415776516,,0.40742107166559,0.27313875616352,,0.368097966698031,0.316420916619251,
Os02g0673600,['protein.folding'],LOC_Os02g45180,0.123409268275024,0.894563739340037,,-0.029575891175816,0.961919984077548,,-0.249842340951242,0.502286713646325,,-0.374266763576941,0.211712871124885,,-0.530003234285585,0.058182149161761,,-0.424509346395541,0.130847737537038,
Os02g0673700,['RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family'],LOC_Os02g45200,-0.210853925876111,0.867308568245075,,-0.505343161864216,0.333122283797626,,-0.380286503245577,0.462854570708466,,-0.317063533676995,0.510877649283299,,-0.429123150752782,0.324127844526327,,-0.649331008898684,0.09905009664354,
Os02g0674050,NA,None,0.55664785851176,NA,,-0.240858232480407,NA,,-0.195976584993659,NA,,0.097432975483843,NA,,-1.28027324145667,0.5475813534361,,-1.29426473774396,0.519851253080888,
Os02g0674700,['protein.degradation.ubiquitin.E3.RING'],LOC_Os02g45240,0.173766074925874,0.867308568245075,,0.6282219677298,0.071888019134532,,0.795204891451401,0.009313728376583,,0.985852724087448,0.000503970357314,,1.24966813303413,4.93E-06,Up,1.05972594762737,0.000140818911999,Up
Os02g0674800,"['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os02g45250,0.095638008075768,0.975206568291078,,-0.444101240813855,0.668192281268707,,-0.419463417527423,0.640321984969017,,-0.02035664744177,0.983432533711381,,-0.715071318698621,0.292205796168723,,-1.08523460015733,0.078736100001404,
Os02g0675700,['stress.abiotic.drought/salt'],LOC_Os02g45310,0.238412741158512,0.956783051893573,,-0.336398112528034,0.869277440186966,,-0.728008890332872,0.621444131528374,,-0.032048923009719,0.984130292490841,,-1.5145243963146,0.189128237728025,,-1.63214181798252,0.141228821739947,
Os02g0675800,['cell.organisation'],LOC_Os02g45320,-0.208601211942429,0.872315187798225,,-0.76791531823862,0.099869822939704,,-0.470569582058966,0.344337860330294,,-0.602268573672891,0.158840247764777,,-0.584328815869799,0.171723787815385,,-0.702261376272641,0.081283319728076,
Os02g0676400,['transport.misc'],LOC_Os02g45380,-0.878867012969527,NA,,-2.94682047107675,NA,,-4.2378090371396,NA,,-1.89207999561176,0.010117012553389,Down,-0.003400463257626,NA,,2.26551931495468,0.026548783797061,Up
Os02g0676500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os02g45390,-0.255771629113483,0.963921716088388,,-1.34617572838055,0.490364603524326,,-0.546351067811708,0.788134904970531,,-1.99081302410709,0.128306810788707,,-3.46833387223127,0.018723629973468,Down,1.10151774254492,NA,
Os02g0676800,"['RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os02g45420,1.49153177644352,NA,,0.87751751512203,NA,,0.874243455041855,NA,,1.8058759634046,NA,,2.24777426234655,NA,,-1.84993037690971,0.096630141701229,
Os02g0677800,['not assigned.unknown'],LOC_Os02g45490,-0.011322083780042,0.993287393954136,,0.060298887954502,0.931476495365303,,0.361918360618076,0.350108951219048,,0.909210864914404,0.001199365193125,,0.967160793054575,0.000473512321181,,0.692209572104633,0.01719088199522,
Os02g0678200,['not assigned.unknown'],LOC_Os02g45520,-0.786839851662721,0.610609052915741,,-1.35702784317479,0.167605490297386,,-1.28017355847613,0.157369241575218,,-2.18189742871664,6.60E-12,Down,0.439609326294222,NA,,3.69828880043848,NA,
Os02g0678400,"['cell wall.precursor synthesis.UDP-glucose 4,6-dehydratase', 'cell wall.precursor synthesis.UER']",LOC_Os02g45540,-0.402073576408494,0.393298914464945,,-1.01289481124379,0.000455009204135,Down,-1.24631319987783,5.01E-06,Down,-3.75650283082792,0.001162150310491,Down,0.439609326294222,NA,,0.634460363207848,NA,
Os02g0678601,NA,None,-0.115877285231457,0.981315766292056,,0.006539751618308,0.997941495102321,,-0.658005319561015,0.646161039900589,,-0.06204319402861,0.966600753234807,,-0.114235743805559,0.934321716450105,,-0.004359552798063,0.997496286546066,
Os02g0679200,['development.unspecified'],LOC_Os02g45590,0.771882392415009,0.82497803962718,,0.289206515595766,0.916342000598628,,-0.687309306979203,0.746188023984528,,0.135375713189971,0.946983025140805,,-0.447280130279832,0.807500830860887,,0.28762928048878,0.864628464354338,
Os02g0679500,['signalling.G-proteins'],LOC_Os02g45600,0.081025820868345,0.96424313648,,0.213147042005524,0.765080644250678,,-0.255582535915409,0.664228222305569,,-0.28005880611619,0.579722402231125,,-0.717437112406079,0.083444071442197,,-0.383864899674241,0.382060915293215,
Os02g0680500,NA,None,-0.142394920235481,0.979492553616429,,0.319643783631709,0.878386643143733,,0.603806552463091,0.685926196874219,,0.91341990755019,0.426026907167696,,0.268795994532843,0.852669193024811,,0.990817331464313,0.345575074591602,
Os02g0680600,['secondary metabolism.isoprenoids.non-mevalonate pathway.MCS'],LOC_Os02g45660,-0.193054557291688,0.919437510664711,,-0.044026497283109,0.96885486591893,,-0.097470378917064,0.917064771385922,,-0.352127595780224,0.592000427937069,,-0.70601725923285,0.21087333779066,,-0.157146030908476,0.815013710371151,
Os02g0681700,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os02g45750,-0.55307026717104,0.837822376736386,,-0.768812751715946,0.608807400054127,,-0.520489256414385,0.709354889594719,,-0.391159628025829,0.757284607381403,,-0.097811709599911,0.940467453016514,,-0.298477708283024,0.800348324679135,
Os02g0681900,['development.unspecified'],LOC_Os02g45760,0.214544938506843,0.940060511570368,,-1.2413738723785,0.148680552408579,,-1.01061212699966,0.22478620427647,,-1.58411893888073,0.210742992012802,,1.91878546354152,NA,,-0.846596410916115,0.448859039685485,
Os02g0682500,['development.unspecified'],LOC_Os02g45810,-0.140952159299676,0.902858983876422,,-0.535995685097556,0.182770301975217,,-0.326823063338554,0.44738069389311,,-0.54220613640522,0.115172204690283,,-0.810672286296502,0.012616877801157,,-0.540984251352972,0.1039998695028,
Os02g0682600,['protein.targeting.mitochondria'],LOC_Os02g45820,0.200070384599402,0.933196319586325,,-0.29971762886133,0.792550352348706,,-0.471044170025366,0.581557115498571,,-0.627198831462601,0.373884015766017,,-1.25059022838063,0.050152099900218,,-0.31614739912985,0.668567631729131,
Os02g0683900,['stress.biotic'],LOC_Os02g45870,-0.597926773380852,0.15409155733873,,-0.35524847475729,0.44798182664915,,-0.586741724141335,0.098363748664494,,-0.573484450492868,0.087029679520682,,-0.613774595860532,0.063633888727001,,-0.732688727659798,0.019848532562863,
Os02g0684000,['not assigned.unknown'],LOC_Os02g45880,0.494739016650365,NA,,0.022554398869123,NA,,-0.85539646259165,0.692447819698785,,-0.654160509233935,0.734977724539059,,-0.316927143009921,0.87292316040673,,-0.826115394331212,0.630829352595881,
Os02g0684100,"[""lipid metabolism.''exotics'' (steroids, squalene etc)""]",LOC_Os02g45890,-0.841637909925439,0.522851899125592,,-1.30523768770944,0.131659016182303,,-1.89901755562679,0.011438444057263,Down,-1.6852868520955,0.039851613025698,Down,-5.72835617317207,0.000682244042401,Down,0.248035871359592,NA,
Os02g0684300,['not assigned.unknown'],LOC_Os02g45920,0.323626747616114,0.786177987293042,,0.192396664213813,0.831476961566994,,0.110765335918313,0.894633671734184,,0.48986713642798,0.340160336949986,,0.337351888431331,0.541269682968371,,0.224864003268678,0.691984491636451,
Os02g0684400,['not assigned.unknown'],LOC_Os02g45930,1.73452466658746,0.000506263206157,Up,-0.344144977878692,NA,,-0.720177898961941,0.778710991444993,,0.069374921806223,0.976501353334846,,-1.47652581109516,0.459746804291484,,-0.713866608840031,0.718182126351602,
Os02g0684500,['DNA.synthesis/chromatin structure.histone'],LOC_Os02g45940,0.518021063603339,0.772148131749622,,-0.531965335429019,0.659894497458955,,-1.31992760792108,0.100191686608468,,-1.55276939067251,0.035458437326512,Down,-0.386186907493,0.885908620242536,,-2.85479427425045,0.000312448758166,Down
Os02g0685600,['protein.postranslational modification'],LOC_Os02g46080,0.364911126872481,0.403941035776621,,0.266731610233982,0.525348270221508,,0.504334246688904,0.083134879045392,,0.453578069250074,0.10807718630582,,0.043426057699146,0.915650786495298,,0.049305859596845,0.899354440553434,
Os02g0686500,['not assigned.unknown'],LOC_Os02g46140,0.116312482406387,0.964806164457874,,-0.088441278832626,0.946592891062885,,-1.33369936253484,0.044130313969576,Down,-0.66858719770139,0.331201884857157,,-0.391218908611101,NA,,-0.582792363545731,NA,
Os02g0686600,['not assigned.unknown'],LOC_Os02g46150,-0.176920920109295,0.881779871033266,,-0.35180141176213,0.517269943319986,,-0.670951283227211,0.086211766426283,,-0.561867719808217,0.140394096570182,,-0.980407896201639,0.005763772440391,,-0.20602818943368,0.633273241692555,
Os02g0686700,NA,None,-0.148723549261369,NA,,0.612622890430309,NA,,-0.354797730794507,0.896403388242284,,1.1678555428208,0.475422558505052,,-0.410863132738175,0.849349967466374,,0.179699438301897,NA,
Os02g0687200,['not assigned.unknown'],LOC_Os02g46210,0.372561339657376,NA,,-1.44850184745791,NA,,-1.08084047726292,0.619784208360468,,-1.34749978909141,0.06434087360367,,1.47682719627343,NA,,2.3848291829797,NA,
Os02g0687500,['not assigned.unknown'],LOC_Os02g46220,-0.039919256340837,0.983927991569549,,-0.324897014475143,0.578396990240176,,-0.44135162121589,0.337742945960889,,-0.548410630865299,0.16666695092092,,-0.188945835447077,0.694357254341706,,-0.591147497783384,0.116199951471306,
Os02g0687600,NA,None,-0.328854487983277,0.919815006915262,,-0.420179249623933,0.804559575207718,,-0.903181042584642,0.455604235726151,,0.629857642373355,0.541422600991208,,0.598542808894964,0.552865862119236,,0.674987635554432,0.469224685205884,
Os02g0687900,['protein.degradation.serine protease'],LOC_Os02g46260,-0.574889413580896,0.849376676684153,,-3.26643748763606,0.027746851137974,Down,-1.43986420211846,0.244253001776873,,0.888518689319681,0.343289442585544,,0.366625116645434,0.524312588181818,,-0.000996480462535,0.998892027542247,
Os02g0689200,['transport.nucleotides'],LOC_Os02g46380,0.797674378877275,0.020239807410311,,0.745041480089592,0.027306570605415,,0.464340428841691,0.219134249092297,,0.135092326453547,0.772891563229665,,0.461906555546174,0.179259329578377,,0.603916286420165,0.055688353140888,
Os02g0689500,['not assigned.unknown'],LOC_Os02g46420,0.89126075154743,0.182790401272601,,0.549364221776521,0.460091890683183,,0.438455400733345,0.536246232087268,,0.772515937500522,0.152039298401205,,0.537470099040657,0.350041632987841,,0.363955341325968,0.546397683674099,
Os02g0689900,['transport.peptides and oligopeptides'],LOC_Os02g46460,0.018639250422154,0.990902701500041,,-0.188985872535767,0.757666855866137,,0.959662318057339,0.001955970063054,,1.37743344324076,1.39E-06,Up,2.01680514137848,1.84E-13,Up,0.248035871359592,NA,
Os02g0690200,['not assigned.unknown'],LOC_Os02g46480,-0.0046580054288,0.997707488029875,,0.125098196516521,0.815663945306938,,0.13055054441951,0.771889732358306,,-0.016399291280646,0.970497553977542,,-0.422638517794218,0.146814663269318,,-0.496595117526143,0.072226372677124,
Os02g0690800,['protein.degradation'],LOC_Os02g46520,-0.23105820028017,0.721856867147067,,0.146220059350881,0.775094897971201,,0.013043286041923,0.982528312595802,,-0.21661111467748,0.532357326489651,,-0.294590830020457,0.346847155191361,,-0.316884311206268,0.289100844952437,
Os02g0691800,NA,None,-0.121179937978458,0.948400498810153,,0.16635631588707,0.849635055452467,,0.27577316766456,0.668258236229313,,0.16727938268378,0.786799340914817,,0.315415521565622,0.548076459715156,,0.15109811783237,0.789615498175247,
Os02g0693000,['not assigned.unknown'],LOC_Os02g46620,1.33612891264649,0.431939042890838,,-0.514455399079722,NA,,-2.8701962847419,NA,,-0.394283861620983,NA,,1.61539715026397,3.89E-09,Up,1.1364879698084,7.29E-05,Up
Os02g0693200,['stress.abiotic.heat'],LOC_Os02g46640,0.589337834933943,0.174891484975398,,0.762693285149524,0.027746851137974,,0.752494620575497,0.023535704728658,,0.823187250866702,0.008414243073555,,0.935842115818891,0.002062768975001,,0.860640255686113,0.004742130101649,
Os02g0693500,['not assigned.unknown'],LOC_Os02g46660,0.263104786681613,0.715743237320157,,0.531270394941099,0.142010293004482,,0.596736656994957,0.065242490331865,,0.33231482589857,0.351598297440412,,0.980663400705735,0.000372953898896,,0.646765262458993,0.027592380355461,
Os02g0694100,['not assigned.unknown'],LOC_Os02g46690,1.6341748215202,0.178708890074748,,-0.956872152434939,NA,,-1.13170468828532,NA,,-1.09890034341009,NA,,-0.516928681311856,0.794566576507968,,-0.865167871164477,NA,
Os02g0694201,['misc.GCN5-related N-acetyltransferase'],LOC_Os02g46700,0.291725310069053,0.685331888599427,,0.118980957675074,0.85806510429013,,0.117955798049362,0.834795475894717,,-0.22782308861712,0.5939456150985,,-0.281919593368032,0.476599098082114,,-0.343172131829155,0.347692316826314,
Os02g0694300,['not assigned.unknown'],LOC_Os02g46710,-0.033576123635812,0.984116552205079,,0.273739466196165,0.576914168524823,,0.484931912663144,0.167779797185586,,1.03187489316966,0.000210636916731,Up,1.18874741563164,1.17E-05,Up,0.248035871359592,NA,
Os02g0694800,['not assigned.unknown'],LOC_Os02g46750,-2.60421813705913,0.016999940948386,Down,-3.05851932588999,0.008991976667117,Down,-2.20045194246925,0.037055065710695,Down,-5.73948768711133,5.04E-10,Down,-1.42644364844734,NA,,-0.792867165190258,0.475960572698811,
Os02g0695200,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os02g46780,0.242209930965996,NA,,0.162727508851184,NA,,0.284633702611523,0.893883370024701,,-0.602333738556842,0.72839812892905,,-1.00504967847511,0.527639743188898,,-1.3949260810728,0.35204703251246,
Os02g0695600,['not assigned.unknown'],LOC_Os02g46830,0.2363912672174,0.881828470667079,,0.157385721580402,0.871686338801229,,0.039888747559484,0.967950843795651,,0.059702890004194,0.938212388535442,,-1.70120333042059,0.000656295147892,Down,-1.13259266620937,0.02004238281766,Down
Os02g0695800,['transport.peptides and oligopeptides'],LOC_Os02g46850,1.18726368056805,1.58E-05,Up,0.349798426916895,NA,,0.17496668106776,NA,,0.207770877712726,NA,,0.439609326294222,NA,,0.248035871359592,NA,
Os02g0695900,['transport.peptides and oligopeptides'],LOC_Os02g46860,1.26891583917437,0.233447302969056,,-1.31257510740374,0.000247646787963,Down,-1.47916819665355,1.70E-05,Down,-0.985899980575781,0.059612041991725,,-2.43389895899594,0.008706042243863,Down,-3.28267872874235,0.000711925300079,Down
Os02g0696500,['cell wall.modification'],LOC_Os02g46910,1.46727064330349,0.265311792902683,,1.37871466408482,NA,,0.8290334976215,NA,,1.35698674151128,0.438980767012445,,-0.395842358299167,0.874516344631606,,0.248035871359592,NA,
Os02g0696600,NA,None,0.36857969604369,0.692733208184644,,0.694722046915552,0.153846801859899,,0.538961787762861,0.277955263909774,,0.82758188948632,0.042216610216998,,1.04108569215143,0.00655620712987,Up,0.776864261104296,0.052118021495129,
Os02g0696650,NA,None,0.701171636744887,0.431191494907005,,0.892819419849879,0.166661490926756,,0.815408402855492,0.186141876687862,,1.27023160151311,0.011925043091253,Up,1.50586508890546,0.001953042675993,Up,-1.38821926603458,0.09664653811723,
Os02g0696700,['RNA.regulation of transcription.JUMONJI family'],LOC_Os02g46930,1.25904371061864,3.50E-07,Up,-1.89139049088566,NA,,-0.618797292030788,NA,,-1.87717346603188,NA,,0.11029078356738,NA,,-1.25598221890113,0.037766819081709,Down
Os02g0697200,['not assigned.unknown'],LOC_Os02g46956,-0.390107431460452,0.658945520044607,,-0.238985000966183,0.750098850869919,,-0.353841467061253,0.532925117412473,,0.243842525675555,0.643161365246969,,0.197078711235191,0.708959464112743,,0.304730404898928,0.507521275895047,
Os02g0697300,['cell.vesicle transport'],LOC_Os02g46962,-0.066552402848856,0.955980380764761,,-0.140804424088669,0.777946112868768,,-0.167829792790697,0.679622096788805,,-0.67510952848914,0.008084203673699,,-0.583238008966543,0.02422923020536,,-0.562093056869287,0.028590439538516,
Os02g0697600,['protein.degradation.AAA type'],LOC_Os02g46990,-0.205516191631068,0.906994758708164,,-0.99281765326285,0.081425135671246,,-0.79787493397041,0.154057982984406,,-0.64141639278,0.237784980210288,,-1.25235093026296,0.011842673618875,Down,-0.405898895678753,0.46458920492444,
Os02g0697800,['transport.misc'],LOC_Os02g47010,0.525170330395051,0.379318178435172,,-0.371732848509427,0.540792618383921,,-0.557801063070022,0.229573652709844,,-1.37889244738449,0.000249278874261,Down,-1.20468018591387,0.001685081999295,Down,-0.540607529061175,0.448157933916655,
Os02g0698000,['PS.calvin cycle.PRK'],LOC_Os02g47020,-2.84075367428889,9.27E-08,Down,-0.857195356609621,NA,,0.050189533379229,NA,,0.669862443973025,NA,,-2.13811830660314,NA,,-1.052527912563,NA,
Os02g0698800,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os02g47060,1.32972804104423,0.011880378839292,Up,-3.76655642063743,NA,,-3.94139019532554,NA,,0.207770877712726,NA,,1.13009569921275,0.054713270396817,,1.37055080757402,0.012381444763438,Up
Os02g0699000,['transport.peptides and oligopeptides'],LOC_Os02g47090,1.92447585673054,0.001108137680597,Up,-0.812017987715269,NA,,-0.333633892938034,NA,,-0.584582671314724,NA,,-0.54288031370891,0.838592126883462,,-0.511884399463023,NA,
Os02g0699300,['protein.targeting.secretory pathway.unspecified'],LOC_Os02g47110,-0.237522018404335,0.843077081159327,,0.064592805425881,0.942031535336114,,0.092588017156244,0.896403388242284,,-0.382583346775806,0.420395928406156,,-0.219524419627565,0.669264597494861,,-0.053835712460619,0.924276861469789,
Os02g0699433,NA,LOC_Os02g47130,0.827437121405531,0.733847731380876,,0.228866003616835,0.920143011044821,,-1.48238214422712,0.273577109936058,,-2.24830090625692,0.068971103260962,,3.86790010118908,NA,,1.50483358688981,NA,
Os02g0699466,NA,LOC_Os02g47130,0.66725624541465,0.657000522079812,,-0.318471609770338,0.81899285988707,,-1.26941361952152,0.120868209175898,,-2.12978565795732,0.00377104929514,Down,-0.60603764302999,0.237737161692788,,-0.223573839456028,NA,
Os02g0699500,['not assigned.unknown'],LOC_Os02g47130,0.96527209072754,0.537600236708623,,-0.465257807356256,0.776666795267576,,-0.881283406682956,0.45351118595311,,-1.94145939608959,0.036689738746826,Down,-3.84613598658865,0.00036768894434,Down,0.248035871359593,NA,
Os02g0699600,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L12'],LOC_Os02g47140,-0.009678444788061,0.995301919285228,,-0.426779988005192,0.416204359631181,,-0.386829244441397,0.427648383002482,,-0.087860049040267,0.878596887283272,,-0.526615539783582,0.179405044857439,,-0.722321739030802,0.046838088768761,
Os02g0699700,['DNA.synthesis/chromatin structure'],LOC_Os02g47150,1.07862407346304,0.026135388288467,Up,-0.268362583546617,NA,,-3.00977968329356,0.305349060789992,,-1.02101696541903,0.682489894826676,,1.98643349342194,0.270649866668282,,0.519769638334145,0.178952638586449,
Os02g0700100,['development.unspecified'],LOC_Os02g47180,0.731061838039054,0.698355045957689,,0.239923111079349,0.891410010023317,,-0.297641883739285,0.836181305857639,,-1.05181714141115,0.258948232864498,,-2.10059869433596,0.008400828904372,Down,-1.07709803544038,NA,
Os02g0700300,"['RNA.regulation of transcription.G2-like transcription factor family, GARP']",LOC_Os02g47190,-0.271158264088635,0.952750046788485,,-0.27898147906363,0.90149001507887,,-0.928380888881777,0.540899150148442,,-0.833637569950527,0.54294442978949,,-0.105355807329921,0.944914485983545,,-1.57217547029529,0.199792290879587,
Os02g0700500,['transport.amino acids'],LOC_Os02g47210,0.558261781714017,0.644851221184282,,0.547424320388397,0.535151801472278,,0.796917636505732,0.233113050967604,,0.861571571257086,0.152814833030703,,0.006913240277565,0.994454926403921,,0.613324578817428,0.325424869497686,
Os02g0700600,['protein.postranslational modification'],LOC_Os02g47220,0.124889519211484,0.911731818229912,,-0.344408594656885,0.430044748925353,,-0.343613230979582,0.378931408154655,,-0.338396433232814,0.335594599977999,,-0.463058472959794,0.146425367318479,,-0.458715899076375,0.142709503082235,
Os02g0701600,['secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase'],LOC_Os02g47310,-0.315452075722955,0.803190957051499,,-0.724642473145113,0.221437723806506,,-1.03702017849465,0.036130496169081,Down,-1.13644683932919,0.015205936931694,Down,-0.861947147230936,0.055747100786404,,-1.19210876298921,0.328398851800327,
Os02g0701700,['transport.p- and v-ATPases.H+-transporting two-sector ATPase'],LOC_Os02g47320,-0.499393890102861,0.900249053433725,,0.280345988366437,0.903334869225637,,0.153948081065709,0.942594115192801,,0.26041671577014,0.874090924684693,,0.120923204093,0.940077765293995,,0.59252806741876,0.643046779502192,
Os02g0702000,['RNA.regulation of transcription'],LOC_Os02g47360,-0.206554075429846,0.938830618303799,,0.149461274679641,0.914436331053089,,-0.113407531509613,0.92515978588983,,-0.166148063865538,0.863891871457561,,0.037230763510308,0.970212531508872,,1.60295610754181,0.003497120352627,Up
Os02g0702400,['cell wall.pectin*esterases.acetyl esterase'],LOC_Os02g47400,0.654444217641452,0.359262853375158,,0.739599229412785,0.189643250631126,,0.800101841050362,0.115377163576168,,0.228199455843613,0.728178858968443,,-0.051988841741728,0.941660191938452,,-0.217376426228311,0.723582646964385,
Os02g0702600,['signalling.G-proteins'],LOC_Os02g47420,0.363338657465483,0.859417745392614,,0.000101557621415,0.999884514592227,,-0.207680377448816,0.857182426789083,,-0.731558533606043,0.33260459847715,,-1.46015894967568,0.028759524100171,Down,-1.69449200320675,0.008704104230961,Down
Os02g0702800,['cell.vesicle transport'],LOC_Os02g47440,-0.165981475020526,0.770445351221067,,-0.541970187421074,0.022817255806963,,-0.446136427440072,0.059537254394615,,0.102366885510589,0.738517503852857,,0.262282897348324,0.276013176835863,,0.10251251714222,0.712659729102514,
Os02g0703300,['not assigned.unknown'],LOC_Os02g47450,-0.269847397029985,0.861742884304056,,-1.19581685312652,0.025423673144665,Down,-0.76814663875368,0.172221698831946,,-0.369099228430092,NA,,-0.339870050279662,NA,,-0.497028473338745,NA,
Os02g0703600,['misc.cytochrome P450'],LOC_Os02g47470,0.579484235776524,0.869935594234192,,-0.155871470294727,0.952915719882248,,-0.131594743698584,0.954440389531134,,-0.856558335740313,0.574648080281406,,-2.32715505581692,0.119672126211663,,-0.614597447265786,0.67032585847187,
Os02g0703900,['development.unspecified'],LOC_Os02g47500,-0.203339932809039,0.859063331691978,,-0.067404228099295,0.933643464405403,,-0.422988307766153,0.356626302206122,,-0.651684376044381,0.085574329752276,,-0.716951148616427,0.055200391654895,,-0.57224828464443,0.126447384159386,
Os02g0704300,['DNA.synthesis/chromatin structure'],LOC_Os02g47560,0.636178938171068,0.377523255870029,,0.414952377547796,0.578396990240176,,0.428767237289774,0.500907441160368,,0.199894065117122,0.766880693178632,,0.089140955908258,0.899233327991798,,-0.00796869195616,0.991211310692943,
Os02g0704500,['misc.acid and other phosphatases'],LOC_Os02g47570,0.243289388630596,0.76340796990976,,0.091459509606909,0.893911258878697,,0.036054914911932,0.957286357033756,,-0.237299696643954,0.570777483426624,,0.055488177939743,0.907191221624521,,0.296859632967598,0.405694543712317,
Os02g0704600,['not assigned.unknown'],LOC_Os02g47580,-0.337913729988693,0.512169457535542,,-0.377078642156833,0.329601535149945,,0.019963713475196,0.972968843901501,,0.070394727915122,0.871924170969627,,0.293104026756099,0.358020590517687,,0.124121394044097,0.72954814683995,
Os02g0704800,['amino acid metabolism.synthesis.glutamate family.arginine.ornithine carbamoyltransferase'],LOC_Os02g47590,-0.367213326930798,0.475205150837692,,-0.3043401829587,0.49150315617317,,-0.213108468157605,0.621604633702297,,-0.337653128564772,0.31964479584691,,-0.656240165471097,0.025418289740914,,-0.25536963263255,0.447643218362329,
Os02g0704900,['nucleotide metabolism.phosphotransfer and pyrophosphatases.misc'],LOC_Os02g47600,0.167955010558476,0.964596883368878,,-2.14646280612764,0.05930911432836,,-1.62119916962243,0.117820756984186,,-0.868346734767502,0.339848921608182,,-2.14146427183977,1.20E-09,Down,-1.88794281950691,3.33E-08,Down
Os02g0705100,['DNA.repair'],LOC_Os02g47620,-2.68061142194046,0.042692310524041,Down,-0.049226631176189,NA,,-0.551244323575227,0.80146114856271,,-1.64328879990096,0.334071409092516,,-0.882311713047504,0.607088119710602,,-2.24043939597705,NA,
Os02g0705400,['stress.abiotic.unspecified'],LOC_Os02g47650,0.724206061771791,0.224254460127199,,0.321229533457046,0.672728886399116,,0.019506221643172,0.98407774626397,,-0.531770075590086,0.321359127202981,,0.14523914420286,0.818118059189778,,-0.232169915432728,0.686420058866965,
Os02g0705500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os02g47660,0.673183553047922,0.644473495533112,,-0.491770573795899,0.703436473431572,,-0.263603508841368,0.833371104929045,,0.27908960489323,0.78156531358863,,-0.288368523769635,0.77295699941723,,-0.912089033749872,0.261014308190325,
Os02g0705600,['protein.degradation.ubiquitin.E3.RING'],LOC_Os02g47670,0.132064808235714,0.924433917385015,,0.153215379704382,0.828228493901687,,0.35130565398072,0.456917075504047,,0.23624833422734,0.6094830580972,,0.530844755364713,0.148111461555686,,0.51502254006962,0.155924342164954,
Os02g0706500,['protein.degradation.AAA type'],LOC_Os02g47760,0.521750192486361,0.699699524276282,,-1.08763038531901,0.171628530190597,,-0.74816838636835,0.347853593583239,,-2.04341305608682,0.05246880395794,,-2.13606696257711,0.044013464565388,Down,-2.43801245592706,NA,
