path,gene
path:dosa00510,Os03g0565100
path:dosa00510,Os03g0821800
path:dosa00510,Os03g0824400
path:dosa00510,Os04g0397000
path:dosa00510,Os04g0477500
path:dosa00510,Os04g0503700
path:dosa00510,Os04g0544900
path:dosa00510,Os04g0576800
path:dosa00510,Os04g0589600
path:dosa00510,Os04g0606400
path:dosa00510,Os04g0675500
path:dosa00510,Os04g0693000
path:dosa00510,Os05g0209100
path:dosa00510,Os05g0301500
path:dosa00510,Os05g0519900
path:dosa00510,Os06g0245700
path:dosa00510,Os07g0164500
path:dosa00510,Os07g0209000
path:dosa00510,Os07g0493400
path:dosa00510,Os07g0661100
path:dosa00510,Os11g0311550
path:dosa00510,Os12g0583000
path:dosa00510,Os12g0611900
path:dosa00511,Os01g0891000
path:dosa00511,Os01g0952600
path:dosa00511,Os03g0219400
path:dosa00511,Os04g0549300
path:dosa00511,Os04g0560400
path:dosa00511,Os05g0115900
path:dosa00511,Os05g0346500
path:dosa00511,Os05g0415700
path:dosa00511,Os05g0539400
path:dosa00511,Os07g0575500
path:dosa00511,Os08g0111200
path:dosa00511,Os09g0520800
path:dosa00511,Os10g0140200
path:dosa00511,Os10g0339290
path:dosa00511,Os10g0339600
path:dosa00511,Os10g0473400
path:dosa00511,Os11g0242100
path:dosa00511,Os11g0525600
path:dosa00513,Os01g0209000
path:dosa00513,Os01g0891000
path:dosa00513,Os01g0911200
path:dosa00513,Os02g0467700
path:dosa00513,Os02g0577300
path:dosa00513,Os02g0798100
path:dosa00513,Os02g0832800
path:dosa00513,Os03g0180700
path:dosa00513,Os03g0219400
path:dosa00513,Os03g0565100
path:dosa00513,Os04g0397000
path:dosa00513,Os04g0432300
path:dosa00513,Os04g0544900
path:dosa00513,Os04g0589600
path:dosa00513,Os04g0606400
path:dosa00513,Os04g0675500
path:dosa00513,Os04g0693000
path:dosa00513,Os05g0115900
path:dosa00513,Os05g0209100
path:dosa00513,Os05g0301500
path:dosa00513,Os05g0415700
path:dosa00513,Os05g0519900
path:dosa00513,Os06g0229200
path:dosa00513,Os06g0245700
path:dosa00513,Os07g0209000
path:dosa00513,Os07g0417800
path:dosa00513,Os07g0575500
path:dosa00513,Os08g0472600
path:dosa00513,Os08g0503800
path:dosa00513,Os12g0170600
path:dosa00513,Os12g0583000
path:dosa00514,Os01g0272600
path:dosa00514,Os01g0904500
path:dosa00514,Os02g0489550
path:dosa00514,Os03g0586300
path:dosa00514,Os05g0386000
path:dosa00514,Os06g0180000
path:dosa00514,Os07g0572600
path:dosa00514,Os07g0587100
path:dosa00514,Os08g0559300
path:dosa00520,Os01g0127900
path:dosa00520,Os01g0174300
path:dosa00520,Os01g0190400
path:dosa00520,Os01g0264100
path:dosa00520,Os01g0296700
path:dosa00520,Os01g0303100
path:dosa00520,Os01g0315800
path:dosa00520,Os01g0633100
path:dosa00520,Os01g0660200
path:dosa00520,Os01g0687400
path:dosa00520,Os01g0722700
path:dosa00520,Os01g0742500
path:dosa00520,Os01g0814900
path:dosa00520,Os01g0837300
path:dosa00520,Os01g0847200
path:dosa00520,Os01g0860400
path:dosa00520,Os01g0860500
path:dosa00520,Os01g0891000
path:dosa00520,Os01g0894300
path:dosa00520,Os01g0940100
path:dosa00520,Os01g0969100
path:dosa00520,Os02g0117700
path:dosa00520,Os02g0141300
path:dosa00520,Os02g0498700
path:dosa00520,Os02g0605900
path:dosa00520,Os02g0678400
path:dosa00520,Os02g0717700
path:dosa00520,Os02g0745400
path:dosa00520,Os02g0791500
path:dosa00520,Os03g0115100
path:dosa00520,Os03g0132900
path:dosa00520,Os03g0208900
path:dosa00520,Os03g0219400
path:dosa00520,Os03g0249500
path:dosa00520,Os03g0268400
path:dosa00520,Os03g0278000
path:dosa00520,Os03g0278200
path:dosa00520,Os03g0280800
path:dosa00520,Os03g0330000
path:dosa00520,Os03g0413400
path:dosa00520,Os03g0418000
path:dosa00520,Os03g0425600
path:dosa00520,Os03g0599800
path:dosa00520,Os03g0604200
path:dosa00520,Os03g0712700
path:dosa00520,Os03g0735000
path:dosa00520,Os03g0757900
path:dosa00520,Os03g0776000
path:dosa00520,Os04g0274250
path:dosa00520,Os04g0347200
path:dosa00520,Os04g0376400
path:dosa00520,Os04g0493400
path:dosa00520,Os04g0494100
path:dosa00520,Os04g0608100
path:dosa00520,Os04g0618200
path:dosa00520,Os04g0636100
path:dosa00520,Os04g0640700
path:dosa00520,Os04g0660400
path:dosa00520,Os04g0682300
path:dosa00520,Os05g0115900
path:dosa00520,Os05g0187100
path:dosa00520,Os05g0247800
path:dosa00520,Os05g0248200
path:dosa00520,Os05g0363200
path:dosa00520,Os05g0375100
path:dosa00520,Os05g0387200
path:dosa00520,Os05g0399300
path:dosa00520,Os05g0399400
path:dosa00520,Os05g0399700
path:dosa00520,Os05g0415700
path:dosa00520,Os05g0488900
path:dosa00520,Os05g0522500
path:dosa00520,Os05g0580000
path:dosa00520,Os06g0137700
path:dosa00520,Os06g0187200
path:dosa00520,Os06g0227250
path:dosa00520,Os06g0232200
path:dosa00520,Os06g0256500
path:dosa00520,Os06g0356800
path:dosa00520,Os06g0652300
path:dosa00520,Os06g0652400
path:dosa00520,Os06g0701200
path:dosa00520,Os06g0702500
path:dosa00520,Os06g0712500
path:dosa00520,Os06g0726100
path:dosa00520,Os06g0726200
path:dosa00520,Os06g0727300
path:dosa00520,Os07g0139400
path:dosa00520,Os07g0171200
path:dosa00520,Os07g0195400
path:dosa00520,Os07g0243200
path:dosa00520,Os07g0446800
path:dosa00520,Os07g0575500
path:dosa00520,Os07g0604800
path:dosa00520,Os07g0632000
path:dosa00520,Os07g0674100
path:dosa00520,Os07g0681700
path:dosa00520,Os08g0113100
path:dosa00520,Os08g0129700
path:dosa00520,Os08g0206900
path:dosa00520,Os08g0237200
path:dosa00520,Os08g0327100
path:dosa00520,Os08g0345800
path:dosa00520,Os08g0374800
path:dosa00520,Os08g0478800
path:dosa00520,Os08g0496200
path:dosa00520,Os08g0518800
path:dosa00520,Os08g0518900
path:dosa00520,Os08g0519300
path:dosa00520,Os08g0526100
path:dosa00520,Os09g0298200
path:dosa00520,Os09g0323000
path:dosa00520,Os09g0465600
path:dosa00520,Os09g0480400
path:dosa00520,Os09g0488000
path:dosa00520,Os09g0504000
path:dosa00520,Os09g0526700
path:dosa00520,Os09g0531800
path:dosa00520,Os09g0531900
path:dosa00520,Os09g0553200
path:dosa00520,Os10g0189100
path:dosa00520,Os10g0417600
path:dosa00520,Os10g0542900
path:dosa00520,Os10g0543400
path:dosa00520,Os11g0124900
path:dosa00520,Os11g0131900
path:dosa00520,Os11g0132600
path:dosa00520,Os11g0217300
path:dosa00520,Os11g0462100
path:dosa00520,Os11g0591100
path:dosa00520,Os11g0592300
path:dosa00520,Os11g0600900
path:dosa00520,Os11g0700900
path:dosa00520,Os11g0701000
path:dosa00520,Os11g0701100
path:dosa00520,Os11g0701200
path:dosa00520,Os11g0701400
path:dosa00520,Os11g0701500
path:dosa00520,Os11g0701800
path:dosa00520,Os11g0701900
path:dosa00520,Os11g0702100
path:dosa00520,Os11g0702200
path:dosa00520,Os12g0128700
path:dosa00520,Os12g0128800
path:dosa00520,Os12g0129350
path:dosa00520,Os12g0131100
path:dosa00520,Os12g0443500
path:dosa00520,Os12g0443600
path:dosa00520,Os12g0555600
path:dosa00523,Os02g0678400
path:dosa00523,Os05g0203400
path:dosa00531,Os01g0891000
path:dosa00531,Os02g0802200
path:dosa00531,Os03g0211700
path:dosa00531,Os03g0219400
path:dosa00531,Os05g0115900
path:dosa00531,Os05g0155700
path:dosa00531,Os05g0415700
path:dosa00531,Os05g0539400
path:dosa00531,Os06g0179000
path:dosa00531,Os07g0575500
path:dosa00531,Os07g0598400
path:dosa00531,Os12g0578400
path:dosa00561,Os01g0139600
path:dosa00561,Os01g0142300
path:dosa00561,Os01g0299300
path:dosa00561,Os01g0329000
path:dosa00561,Os01g0631400
path:dosa00561,Os01g0666000
path:dosa00561,Os01g0682500
path:dosa00561,Os01g0693300
path:dosa00561,Os01g0762000
path:dosa00561,Os01g0782500
path:dosa00561,Os01g0783200
path:dosa00561,Os01g0847600
path:dosa00561,Os01g0847700
path:dosa00561,Os01g0855000
path:dosa00561,Os02g0539100
path:dosa00561,Os02g0646500
path:dosa00561,Os02g0647900
path:dosa00561,Os02g0676000
path:dosa00561,Os02g0714100
path:dosa00561,Os02g0787800
path:dosa00561,Os02g0802700
path:dosa00561,Os03g0214400
path:dosa00561,Os03g0265100
path:dosa00561,Os03g0268300
path:dosa00561,Os03g0425300
path:dosa00561,Os03g0719400
path:dosa00561,Os03g0810900
path:dosa00561,Os04g0540600
path:dosa00561,Os04g0634700
path:dosa00561,Os04g0647800
path:dosa00561,Os05g0137300
path:dosa00561,Os05g0196800
path:dosa00561,Os05g0280500
path:dosa00561,Os05g0387200
path:dosa00561,Os05g0448300
path:dosa00561,Os05g0456200
path:dosa00561,Os05g0456300
path:dosa00561,Os05g0457800
path:dosa00561,Os05g0462400
path:dosa00561,Os05g0468600
path:dosa00561,Os05g0474600
path:dosa00561,Os05g0502200
path:dosa00561,Os05g0549900
path:dosa00561,Os06g0270900
path:dosa00561,Os06g0326700
path:dosa00561,Os06g0563900
path:dosa00561,Os07g0452100
path:dosa00561,Os07g0531600
path:dosa00561,Os07g0565700
path:dosa00561,Os07g0679300
path:dosa00561,Os08g0131300
path:dosa00561,Os08g0178700
path:dosa00561,Os08g0243600
path:dosa00561,Os08g0299400
path:dosa00561,Os08g0359100
path:dosa00561,Os09g0308900
path:dosa00561,Os09g0394700
path:dosa00561,Os09g0423600
path:dosa00561,Os09g0440300
path:dosa00561,Os09g0444200
path:dosa00561,Os10g0492900
path:dosa00561,Os10g0493600
path:dosa00561,Os10g0497100
path:dosa00561,Os10g0577900
path:dosa00561,Os11g0158400
path:dosa00561,Os11g0186200
path:dosa00561,Os11g0637800
path:dosa00561,Os11g0679700
path:dosa00561,Os12g0178000
path:dosa00561,Os12g0563000
path:dosa00561,Os12g0576900
path:dosa00562,Os01g0102000
path:dosa00562,Os01g0147900
path:dosa00562,Os01g0841600
path:dosa00562,Os01g0955000
path:dosa00562,Os02g0123600
path:dosa00562,Os02g0169900
path:dosa00562,Os02g0466400
path:dosa00562,Os02g0523800
path:dosa00562,Os02g0554300
path:dosa00562,Os02g0782600
path:dosa00562,Os02g0822500
path:dosa00562,Os03g0182400
path:dosa00562,Os03g0192700
path:dosa00562,Os03g0230500
path:dosa00562,Os03g0262000
path:dosa00562,Os03g0289300
path:dosa00562,Os03g0290500
path:dosa00562,Os03g0356582
path:dosa00562,Os03g0587000
path:dosa00562,Os03g0701800
path:dosa00562,Os03g0705300
path:dosa00562,Os03g0711200
path:dosa00562,Os03g0726200
path:dosa00562,Os03g0737701
path:dosa00562,Os03g0818100
path:dosa00562,Os03g0826600
path:dosa00562,Os03g0852800
path:dosa00562,Os04g0661200
path:dosa00562,Os04g0691900
path:dosa00562,Os05g0127200
path:dosa00562,Os06g0195600
path:dosa00562,Os06g0355150
path:dosa00562,Os06g0561000
path:dosa00562,Os07g0188800
path:dosa00562,Os07g0191000
path:dosa00562,Os07g0658700
path:dosa00562,Os07g0694000
path:dosa00562,Os08g0104700
path:dosa00562,Os08g0109100
path:dosa00562,Os08g0428900
path:dosa00562,Os08g0556700
path:dosa00562,Os09g0278300
path:dosa00562,Os09g0402300
path:dosa00562,Os09g0518700
path:dosa00562,Os10g0103800
path:dosa00562,Os10g0369900
path:dosa00562,Os10g0576100
path:dosa00562,Os11g0145000
path:dosa00562,Os11g0146100
path:dosa00562,Os11g0309000
path:dosa00562,Os11g0593000
path:dosa00562,Os12g0141100
path:dosa00562,Os12g0183200
path:dosa00562,Os12g0183300
path:dosa00562,Os12g0236700
path:dosa00562,Os12g0407500
path:dosa00562,Os12g0562400
path:dosa00563,Os01g0580100
path:dosa00563,Os01g0870201
path:dosa00563,Os01g0907300
path:dosa00563,Os02g0140101
path:dosa00563,Os02g0219400
path:dosa00563,Os02g0581000
path:dosa00563,Os02g0622200
path:dosa00563,Os02g0688900
path:dosa00563,Os02g0781600
path:dosa00563,Os03g0129000
path:dosa00563,Os03g0378200
path:dosa00563,Os03g0640300
path:dosa00563,Os03g0670200
path:dosa00563,Os04g0678800
path:dosa00563,Os05g0165400
path:dosa00563,Os07g0270950
path:dosa00563,Os09g0266400
path:dosa00563,Os10g0170300
path:dosa00563,Os10g0200800
path:dosa00563,Os10g0569100
path:dosa00563,Os11g0311550
path:dosa00563,Os12g0498700
path:dosa00563,Os12g0596900
path:dosa00564,Os01g0102000
path:dosa00564,Os01g0139600
path:dosa00564,Os01g0172400
path:dosa00564,Os01g0175000
path:dosa00564,Os01g0183000
path:dosa00564,Os01g0299300
path:dosa00564,Os01g0329000
path:dosa00564,Os01g0631400
path:dosa00564,Os01g0666000
path:dosa00564,Os01g0683550
path:dosa00564,Os01g0693300
path:dosa00564,Os01g0717000
path:dosa00564,Os01g0720400
path:dosa00564,Os01g0758400
path:dosa00564,Os01g0762000
path:dosa00564,Os01g0763600
path:dosa00564,Os01g0782500
path:dosa00564,Os01g0783200
path:dosa00564,Os01g0789100
path:dosa00564,Os01g0796500
path:dosa00564,Os01g0801600
path:dosa00564,Os01g0855000
path:dosa00564,Os01g0931300
path:dosa00564,Os01g0939600
path:dosa00564,Os01g0955000
path:dosa00564,Os01g0959800
path:dosa00564,Os01g0971600
path:dosa00564,Os02g0119800
path:dosa00564,Os02g0120200
path:dosa00564,Os02g0123600
path:dosa00564,Os02g0173500
path:dosa00564,Os02g0514500
path:dosa00564,Os02g0612100
path:dosa00564,Os02g0676000
path:dosa00564,Os02g0787800
path:dosa00564,Os03g0101900
path:dosa00564,Os03g0119100
path:dosa00564,Os03g0283600
path:dosa00564,Os03g0391400
path:dosa00564,Os03g0425300
path:dosa00564,Os03g0603600
path:dosa00564,Os03g0708000
path:dosa00564,Os03g0810900
path:dosa00564,Os03g0826600
path:dosa00564,Os03g0852800
path:dosa00564,Os04g0174900
path:dosa00564,Os04g0224900
path:dosa00564,Os04g0394100
path:dosa00564,Os04g0615100
path:dosa00564,Os04g0634700
path:dosa00564,Os04g0667000
path:dosa00564,Os04g0669500
path:dosa00564,Os05g0171000
path:dosa00564,Os05g0280500
path:dosa00564,Os05g0357800
path:dosa00564,Os05g0448300
path:dosa00564,Os05g0457800
path:dosa00564,Os05g0462400
path:dosa00564,Os05g0495700
path:dosa00564,Os05g0502200
path:dosa00564,Os05g0535400
path:dosa00564,Os05g0548900
path:dosa00564,Os05g0549900
path:dosa00564,Os05g0554400
path:dosa00564,Os05g0588100
path:dosa00564,Os06g0204400
path:dosa00564,Os06g0604200
path:dosa00564,Os06g0604300
path:dosa00564,Os06g0604400
path:dosa00564,Os06g0649900
path:dosa00564,Os06g0712300
path:dosa00564,Os07g0260400
path:dosa00564,Os07g0531600
path:dosa00564,Os07g0602800
path:dosa00564,Os07g0688000
path:dosa00564,Os08g0131300
path:dosa00564,Os08g0178700
path:dosa00564,Os08g0224800
path:dosa00564,Os08g0359100
path:dosa00564,Os08g0401800
path:dosa00564,Os08g0535700
path:dosa00564,Os08g0557200
path:dosa00564,Os09g0308900
path:dosa00564,Os09g0421300
path:dosa00564,Os09g0438400
path:dosa00564,Os10g0327300
path:dosa00564,Os10g0387000
path:dosa00564,Os10g0497100
path:dosa00564,Os10g0524400
path:dosa00564,Os10g0577900
path:dosa00564,Os10g0578900
path:dosa00564,Os11g0123400
path:dosa00564,Os11g0146600
path:dosa00564,Os11g0593000
path:dosa00564,Os11g0637800
path:dosa00564,Os11g0679700
path:dosa00564,Os12g0121300
path:dosa00564,Os12g0563000
path:dosa00564,Os12g0576900
path:dosa00565,Os01g0102000
path:dosa00565,Os01g0172400
path:dosa00565,Os01g0762000
path:dosa00565,Os01g0955000
path:dosa00565,Os02g0119800
path:dosa00565,Os02g0120200
path:dosa00565,Os02g0676000
path:dosa00565,Os03g0119100
path:dosa00565,Os03g0391400
path:dosa00565,Os03g0708000
path:dosa00565,Os03g0810900
path:dosa00565,Os03g0826600
path:dosa00565,Os03g0852800
path:dosa00565,Os05g0171000
path:dosa00565,Os05g0357800
path:dosa00565,Os06g0204400
path:dosa00565,Os06g0604200
path:dosa00565,Os06g0604300
path:dosa00565,Os06g0604400
path:dosa00565,Os06g0649900
path:dosa00565,Os06g0712300
path:dosa00565,Os07g0260400
path:dosa00565,Os08g0401800
path:dosa00565,Os09g0421300
path:dosa00565,Os10g0524400
path:dosa00565,Os11g0593000
path:dosa00590,Os01g0151500
path:dosa00590,Os01g0762000
path:dosa00590,Os01g0929500
path:dosa00590,Os02g0607700
path:dosa00590,Os02g0664000
path:dosa00590,Os03g0358100
path:dosa00590,Os03g0708000
path:dosa00590,Os03g0810900
path:dosa00590,Os03g0819100
path:dosa00590,Os04g0244400
path:dosa00590,Os04g0457500
path:dosa00590,Os04g0496000
path:dosa00590,Os04g0496150
path:dosa00590,Os04g0556300
path:dosa00590,Os06g0185900
path:dosa00590,Os11g0284900
path:dosa00591,Os01g0762000
path:dosa00591,Os02g0194700
path:dosa00591,Os03g0179900
path:dosa00591,Os03g0699700
path:dosa00591,Os03g0700700
path:dosa00591,Os03g0708000
path:dosa00591,Os03g0738600
path:dosa00591,Os03g0810900
path:dosa00591,Os04g0447100
path:dosa00591,Os05g0304600
path:dosa00591,Os08g0508800
path:dosa00591,Os08g0509100
path:dosa00591,Os11g0575600
path:dosa00591,Os12g0559200
path:dosa00592,Os01g0159400
path:dosa00592,Os01g0348600
path:dosa00592,Os01g0370000
path:dosa00592,Os01g0762000
path:dosa00592,Os02g0110200
path:dosa00592,Os02g0194700
path:dosa00592,Os02g0218700
path:dosa00592,Os02g0218800
path:dosa00592,Os02g0274100
path:dosa00592,Os02g0559400
path:dosa00592,Os02g0817700
path:dosa00592,Os03g0132000
path:dosa00592,Os03g0179900
path:dosa00592,Os03g0225900
path:dosa00592,Os03g0438100
path:dosa00592,Os03g0708000
path:dosa00592,Os03g0767000
path:dosa00592,Os03g0810900
path:dosa00592,Os04g0358000
path:dosa00592,Os04g0359100
path:dosa00592,Os04g0359700
path:dosa00592,Os04g0447100
path:dosa00592,Os04g0615100
path:dosa00592,Os05g0102000
path:dosa00592,Os05g0155000
path:dosa00592,Os05g0163700
path:dosa00592,Os05g0304600
path:dosa00592,Os05g0362100
path:dosa00592,Os06g0103500
path:dosa00592,Os06g0215500
path:dosa00592,Os06g0215600
path:dosa00592,Os06g0215900
path:dosa00592,Os06g0216200
path:dosa00592,Os06g0346300
path:dosa00592,Os06g0347100
path:dosa00592,Os06g0354500
path:dosa00592,Os07g0639100
path:dosa00592,Os08g0459600
path:dosa00592,Os08g0508800
path:dosa00592,Os08g0509100
path:dosa00592,Os09g0502500
path:dosa00592,Os09g0503100
path:dosa00592,Os10g0457600
path:dosa00592,Os11g0146600
path:dosa00592,Os11g0210300
path:dosa00592,Os11g0210500
path:dosa00592,Os11g0605500
path:dosa00592,Os12g0448900
path:dosa00592,Os12g0559200
path:dosa00600,Os01g0100900
path:dosa00600,Os01g0166700
path:dosa00600,Os01g0624000
path:dosa00600,Os01g0782200
path:dosa00600,Os01g0928600
path:dosa00600,Os01g0928700
path:dosa00600,Os01g0928800
path:dosa00600,Os01g0952600
path:dosa00600,Os02g0639600
path:dosa00600,Os02g0656200
path:dosa00600,Os02g0701900
path:dosa00600,Os02g0745700
path:dosa00600,Os02g0806900
path:dosa00600,Os03g0252800
path:dosa00600,Os03g0698900
path:dosa00600,Os05g0539400
path:dosa00600,Os06g0226950
path:dosa00600,Os06g0330400
path:dosa00600,Os07g0452100
path:dosa00600,Os07g0627700
path:dosa00600,Os07g0679300
path:dosa00600,Os08g0111200
path:dosa00600,Os10g0189600
path:dosa00600,Os10g0473400
path:dosa00600,Os10g0492900
path:dosa00600,Os10g0493600
path:dosa00600,Os11g0112800
path:dosa00600,Os11g0242100
path:dosa00600,Os11g0516000
path:dosa00600,Os12g0112200
path:dosa00601,Os04g0529700
path:dosa00603,Os01g0891000
path:dosa00603,Os03g0219400
path:dosa00603,Os04g0529700
path:dosa00603,Os05g0115900
path:dosa00603,Os05g0415700
path:dosa00603,Os07g0452100
path:dosa00603,Os07g0575500
path:dosa00603,Os07g0679300
path:dosa00603,Os10g0492900
path:dosa00603,Os10g0493600
path:dosa00604,Os01g0891000
path:dosa00604,Os03g0219400
path:dosa00604,Os05g0115900
path:dosa00604,Os05g0415700
path:dosa00604,Os05g0539400
path:dosa00604,Os07g0575500
path:dosa00620,Os01g0110400
path:dosa00620,Os01g0110700
path:dosa00620,Os01g0188400
path:dosa00620,Os01g0208700
path:dosa00620,Os01g0276700
path:dosa00620,Os01g0328700
path:dosa00620,Os01g0337900
path:dosa00620,Os01g0649100
path:dosa00620,Os01g0660300
path:dosa00620,Os01g0723400
path:dosa00620,Os01g0743500
path:dosa00620,Os01g0758300
path:dosa00620,Os01g0829800
path:dosa00620,Os02g0105200
path:dosa00620,Os02g0105400
path:dosa00620,Os02g0244700
path:dosa00620,Os02g0525900
path:dosa00620,Os02g0646500
path:dosa00620,Os02g0647900
path:dosa00620,Os02g0739600
path:dosa00620,Os03g0255500
path:dosa00620,Os03g0305000
path:dosa00620,Os03g0305100
path:dosa00620,Os03g0325000
path:dosa00620,Os03g0332400
path:dosa00620,Os03g0337900
path:dosa00620,Os03g0645100
path:dosa00620,Os03g0672300
path:dosa00620,Os03g0773800
path:dosa00620,Os04g0119400
path:dosa00620,Os04g0404800
path:dosa00620,Os04g0486950
path:dosa00620,Os04g0540600
path:dosa00620,Os04g0551200
path:dosa00620,Os04g0671700
path:dosa00620,Os04g0677500
path:dosa00620,Os05g0156700
path:dosa00620,Os05g0186300
path:dosa00620,Os05g0230900
path:dosa00620,Os05g0295800
path:dosa00620,Os05g0405000
path:dosa00620,Os05g0574400
path:dosa00620,Os06g0104900
path:dosa00620,Os06g0105400
path:dosa00620,Os06g0246500
path:dosa00620,Os06g0264700
path:dosa00620,Os06g0270900
path:dosa00620,Os06g0499900
path:dosa00620,Os07g0163000
path:dosa00620,Os07g0181000
path:dosa00620,Os07g0410100
path:dosa00620,Os07g0496200
path:dosa00620,Os07g0630800
path:dosa00620,Os08g0191700
path:dosa00620,Os08g0366000
path:dosa00620,Os08g0431300
path:dosa00620,Os08g0434300
path:dosa00620,Os08g0536000
path:dosa00620,Os08g0562100
path:dosa00620,Os09g0252100
path:dosa00620,Os09g0315700
path:dosa00620,Os09g0408600
path:dosa00620,Os09g0440300
path:dosa00620,Os09g0509200
path:dosa00620,Os09g0516600
path:dosa00620,Os10g0204400
path:dosa00620,Os10g0478200
path:dosa00620,Os10g0503500
path:dosa00620,Os10g0571200
path:dosa00620,Os11g0142500
path:dosa00620,Os11g0148500
path:dosa00620,Os11g0186200
path:dosa00620,Os11g0216000
path:dosa00620,Os11g0591550
path:dosa00620,Os12g0138900
path:dosa00620,Os12g0145700
path:dosa00620,Os12g0178000
path:dosa00620,Os12g0182200
path:dosa00620,Os12g0616900
path:dosa00620,Os12g0632700
path:dosa00630,Os01g0110400
path:dosa00630,Os01g0328700
path:dosa00630,Os01g0337900
path:dosa00630,Os01g0574600
path:dosa00630,Os01g0649100
path:dosa00630,Os01g0682500
path:dosa00630,Os01g0764900
path:dosa00630,Os01g0791033
path:dosa00630,Os01g0829800
path:dosa00630,Os01g0874900
path:dosa00630,Os02g0101500
path:dosa00630,Os02g0115700
path:dosa00630,Os02g0152400
path:dosa00630,Os02g0169700
path:dosa00630,Os02g0170100
path:dosa00630,Os02g0194100
path:dosa00630,Os02g0232400
path:dosa00630,Os02g0525900
path:dosa00630,Os02g0562700
path:dosa00630,Os02g0735200
path:dosa00630,Os03g0102100
path:dosa00630,Os03g0131200
path:dosa00630,Os03g0136900
path:dosa00630,Os03g0223400
path:dosa00630,Os03g0305000
path:dosa00630,Os03g0305100
path:dosa00630,Os03g0712800
path:dosa00630,Os03g0738400
path:dosa00630,Os03g0773800
path:dosa00630,Os03g0786100
path:dosa00630,Os04g0106400
path:dosa00630,Os04g0107200
path:dosa00630,Os04g0107300
path:dosa00630,Os04g0107500
path:dosa00630,Os04g0404800
path:dosa00630,Os04g0486950
path:dosa00630,Os04g0490800
path:dosa00630,Os04g0551200
path:dosa00630,Os04g0623500
path:dosa00630,Os04g0623800
path:dosa00630,Os04g0659100
path:dosa00630,Os04g0683700
path:dosa00630,Os05g0156700
path:dosa00630,Os05g0429000
path:dosa00630,Os05g0574400
path:dosa00630,Os06g0303400
path:dosa00630,Os06g0486800
path:dosa00630,Os06g0486900
path:dosa00630,Os06g0611900
path:dosa00630,Os06g0667600
path:dosa00630,Os06g0727200
path:dosa00630,Os07g0108300
path:dosa00630,Os07g0152900
path:dosa00630,Os07g0529000
path:dosa00630,Os07g0616500
path:dosa00630,Os07g0630800
path:dosa00630,Os07g0658400
path:dosa00630,Os08g0434300
path:dosa00630,Os08g0502700
path:dosa00630,Os09g0252100
path:dosa00630,Os09g0261300
path:dosa00630,Os10g0356000
path:dosa00630,Os10g0478200
path:dosa00630,Os10g0516100
path:dosa00630,Os11g0455800
path:dosa00630,Os11g0538900
path:dosa00630,Os12g0207600
path:dosa00630,Os12g0274700
path:dosa00630,Os12g0291100
path:dosa00630,Os12g0291400
path:dosa00630,Os12g0292400
path:dosa00630,Os12g0409000
path:dosa00630,Os12g0632700
path:dosa00640,Os01g0110400
path:dosa00640,Os01g0159400
path:dosa00640,Os01g0314100
path:dosa00640,Os01g0328700
path:dosa00640,Os01g0337900
path:dosa00640,Os01g0752200
path:dosa00640,Os02g0105400
path:dosa00640,Os02g0525900
path:dosa00640,Os02g0621700
path:dosa00640,Os03g0310400
path:dosa00640,Os04g0404800
path:dosa00640,Os05g0156700
path:dosa00640,Os05g0163700
path:dosa00640,Os06g0103500
path:dosa00640,Os06g0104900
path:dosa00640,Os06g0346300
path:dosa00640,Os06g0347100
path:dosa00640,Os06g0354500
path:dosa00640,Os06g0594100
path:dosa00640,Os06g0677400
path:dosa00640,Os07g0170100
path:dosa00640,Os07g0188800
path:dosa00640,Os07g0577700
path:dosa00640,Os09g0252100
path:dosa00640,Os09g0394100
path:dosa00640,Os10g0552900
path:dosa00640,Os11g0605500
path:dosa00640,Os12g0183100
path:dosa00640,Os12g0264500
path:dosa00650,Os01g0110400
path:dosa00650,Os01g0269000
path:dosa00650,Os01g0574600
path:dosa00650,Os01g0796400
path:dosa00650,Os01g0809900
path:dosa00650,Os02g0112900
path:dosa00650,Os02g0173900
path:dosa00650,Os02g0562700
path:dosa00650,Os02g0608600
path:dosa00650,Os03g0118800
path:dosa00650,Os03g0236200
path:dosa00650,Os03g0305000
path:dosa00650,Os03g0305100
path:dosa00650,Os03g0310400
path:dosa00650,Os03g0720300
path:dosa00650,Os04g0389800
path:dosa00650,Os04g0447400
path:dosa00650,Os04g0447800
path:dosa00650,Os04g0614500
path:dosa00650,Os04g0614600
path:dosa00650,Os08g0205900
path:dosa00650,Os08g0465800
path:dosa00650,Os08g0544900
path:dosa00650,Os09g0252100
path:dosa00650,Os09g0521400
path:dosa00650,Os11g0137200
path:dosa00650,Os11g0256050
path:dosa00660,Os02g0125100
path:dosa00660,Os02g0608600
path:dosa00660,Os02g0655300
path:dosa00660,Os03g0655700
path:dosa00660,Os04g0389800
path:dosa00660,Os11g0256050
path:dosa00670,Os01g0687500
path:dosa00670,Os01g0874900
path:dosa00670,Os03g0102100
path:dosa00670,Os03g0738400
path:dosa00670,Os03g0815200
path:dosa00670,Os04g0623800
path:dosa00670,Os05g0270800
path:dosa00670,Os05g0429000
path:dosa00670,Os07g0578600
path:dosa00670,Os08g0206600
path:dosa00670,Os08g0500900
path:dosa00670,Os08g0501132
path:dosa00670,Os09g0446800
