Gene stable ID,Triticum aestivum gene stable ID
Os01g0252200,TraesCS3B02G201900
Os01g0252200,TraesCS3A02G164000
Os01g0252200,TraesCS3D02G177700
Os01g0252600,TraesCS3B02G202300
Os01g0252600,TraesCS3D02G178000
Os01g0252600,TraesCS3A02G171300
Os01g0253300,TraesCS3B02G202800
Os01g0253300,TraesCS3A02G172000
Os01g0253300,TraesCS3D02G178500
Os01g0253500,TraesCS3A02G172300
Os01g0253500,TraesCS3D02G178800
Os01g0253500,TraesCS3B02G203100
Os01g0253900,TraesCS3A02G173000
Os01g0253900,TraesCS3D02G179200
Os01g0253900,TraesCS3B02G203700
Os01g0254000,TraesCS3B02G203800
Os01g0254000,TraesCS3D02G179300
Os01g0254000,TraesCS3A02G172900
Os01g0254100,TraesCS3B02G204200
Os01g0254100,TraesCS3D02G179800
Os01g0254100,TraesCS3A02G173300
Os01g0254200,TraesCS3D02G180000
Os01g0254200,TraesCS5D02G502500
Os01g0254200,TraesCS3D02G008300
Os01g0254200,TraesCS3B02G204300
Os01g0254200,TraesCS3B02G004800
Os01g0254200,TraesCSU02G039300
Os01g0254200,TraesCS3A02G173500
Os01g0254900,TraesCS3A02G175000
Os01g0254900,TraesCS3D02G180500
Os01g0255000,TraesCS3D02G180600
Os01g0255000,TraesCS3B02G204900
Os01g0255000,TraesCS3A02G175200
Os01g0256400,TraesCS3D02G180700
Os01g0256400,TraesCS3A02G175300
Os01g0256500,TraesCS3D02G180800
Os01g0256500,TraesCS3B02G205100
Os01g0256500,TraesCS3A02G175400
Os01g0256500,TraesCS3D02G180900
Os01g0256600,TraesCS3D02G181000
Os01g0256600,TraesCS3A02G175500
Os01g0256600,TraesCS3B02G205200
Os01g0256800,TraesCS1B02G106200
Os01g0256800,TraesCS1D02G089100
Os01g0256800,TraesCS3D02G181200
Os01g0256800,TraesCS1A02G087200
Os01g0256800,TraesCS3B02G205400
Os01g0256800,TraesCS1B02G106700
Os01g0256800,TraesCS1A02G087300
Os01g0256800,TraesCS1B02G105800
Os01g0256800,TraesCS3A02G175700
Os01g0256900,TraesCS3A02G175900
Os01g0256900,TraesCS3B02G205600
Os01g0256900,TraesCS3D02G181600
Os01g0257100,TraesCS3A02G176000
Os01g0257100,TraesCS3B02G205700
Os01g0257100,TraesCS3D02G181700
Os01g0257300,TraesCS6B02G424400
Os01g0257300,TraesCSU02G198800
Os01g0257300,TraesCS3D02G181800
Os01g0257300,TraesCS3A02G176100
Os01g0257400,TraesCS3D02G181900
Os01g0257400,TraesCS3B02G205900
Os01g0257400,TraesCS3A02G179200
Os01g0258600,TraesCS5A02G446700
Os01g0258600,TraesCS5D02G453700
Os01g0258600,TraesCS7D02G149500
Os01g0258600,TraesCS7A02G147600
Os01g0259200,TraesCS3B02G206500
Os01g0259200,TraesCS3A02G178800
Os01g0259200,TraesCS3D02G182300
Os01g0259400,TraesCS2D02G360600
Os01g0259400,TraesCS2B02G456800
Os01g0259400,TraesCS2D02G433500
Os01g0259400,TraesCS3B02G206600
Os01g0259400,TraesCS2A02G436400
Os01g0259400,TraesCS3D02G182400
Os01g0259400,TraesCS3A02G178900
Os01g0260000,TraesCS3A02G177800
Os01g0260000,TraesCS3B02G207200
Os01g0260000,TraesCS3D02G183000
Os01g0260100,TraesCS3A02G177700
Os01g0260100,TraesCS3B02G207300
Os01g0260100,TraesCS3D02G183100
Os01g0260500,TraesCS6B02G142600
Os01g0260800,TraesCS3D02G183500
Os01g0260800,TraesCS3B02G207700
Os01g0260800,TraesCS3A02G177300
Os01g0261100,TraesCS3D02G183800
Os01g0261100,TraesCS3A02G176600
Os01g0261100,TraesCS3B02G208200
Os01g0261200,TraesCS3D02G183900
Os01g0261200,TraesCS3A02G176500
Os01g0261200,TraesCS3B02G208300
Os01g0262700,TraesCS3A02G179800
Os01g0262700,TraesCS3D02G184700
Os01g0262700,TraesCS3B02G209500
Os01g0263000,TraesCS3B02G209600
Os01g0263000,TraesCS3D02G184800
Os01g0263000,TraesCS3A02G179900
Os01g0263300,TraesCS3D02G184900
Os01g0263300,TraesCS3D02G185200
Os01g0263300,TraesCS3A02G180300
Os01g0263300,TraesCS3D02G185100
Os01g0263300,TraesCS3A02G180200
Os01g0263300,TraesCS3D02G185000
Os01g0263300,TraesCS3A02G180000
Os01g0263300,TraesCS3B02G209700
Os01g0263300,TraesCS3B02G209800
Os01g0263300,TraesCS3B02G210000
Os01g0263300,TraesCS3A02G180100
Os01g0263300,TraesCS3B02G209900
Os01g0263400,TraesCS3B02G210100
Os01g0263400,TraesCS3A02G180400
Os01g0263400,TraesCS3D02G185300
Os01g0263600,TraesCS4D02G326600
Os01g0263600,TraesCS4D02G326200
Os01g0263600,TraesCS5A02G500900
Os01g0263600,TraesCS1A02G170500
Os01g0263600,TraesCS1D02G168200
Os01g0264500,TraesCS3A02G180900
Os01g0264500,TraesCS3D02G185800
Os01g0264500,TraesCS3B02G211000
Os01g0264700,TraesCS3D02G186000
Os01g0264700,TraesCS3B02G211200
Os01g0264700,TraesCS3A02G181100
Os01g0265000,TraesCS3A02G181400
Os01g0265000,TraesCS3D02G186200
Os01g0265000,TraesCS3B02G211400
Os01g0265200,TraesCS3A02G181500
Os01g0265200,TraesCS3D02G186300
Os01g0265200,TraesCS3B02G211500
Os01g0265700,TraesCS3A02G181800
Os01g0265700,TraesCS3B02G211600
Os01g0265700,TraesCS3D02G186400
Os01g0265900,TraesCS3D02G186600
Os01g0265900,TraesCS3A02G182000
Os01g0265900,TraesCS3B02G211800
Os01g0266000,TraesCS3B02G212100
Os01g0266000,TraesCS3D02G186700
Os01g0266000,TraesCS3A02G182200
Os01g0266100,TraesCS3B02G212200
Os01g0266100,TraesCS3D02G186800
Os01g0266100,TraesCS3A02G182100
Os01g0266400,TraesCS3B02G212400
Os01g0266400,TraesCS3A02G182400
Os01g0266400,TraesCS3D02G186900
Os01g0266500,TraesCS3B02G213000
Os01g0266500,TraesCS3B02G213100
Os01g0266500,TraesCS3B02G212800
Os01g0266500,TraesCS3D02G187200
Os01g0266500,TraesCS3A02G183200
Os01g0266500,TraesCS3D02G187000
Os01g0266500,TraesCS3A02G183100
Os01g0266500,TraesCS3D02G187500
Os01g0266500,TraesCS3B02G212500
Os01g0266500,TraesCS3A02G182500
Os01g0266500,TraesCS3A02G182800
Os01g0266500,TraesCS3D02G187400
Os01g0266600,TraesCS3A02G183500
Os01g0266600,TraesCS3D02G187600
Os01g0266600,TraesCS3B02G213200
Os01g0266800,TraesCS3A02G183600
Os01g0266800,TraesCS3D02G187800
Os01g0266800,TraesCS3B02G213400
Os01g0267400,TraesCS3D02G188300
Os01g0267400,TraesCS3A02G184200
Os01g0267400,TraesCS3B02G214000
Os01g0267600,TraesCS3D02G188400
Os01g0267600,TraesCS3A02G184300
Os01g0267600,TraesCS3B02G214100
Os01g0267800,TraesCS3A02G184400
Os01g0267800,TraesCS3B02G214300
Os01g0267800,TraesCS3D02G188500
Os01g0268300,TraesCS3D02G188800
Os01g0268300,TraesCS3A02G184800
Os01g0268300,TraesCS3B02G214600
Os01g0268600,TraesCS3D02G188900
Os01g0268600,TraesCS3B02G214700
Os01g0268600,TraesCS3A02G184900
Os01g0268800,TraesCS3B02G214900
Os01g0268800,TraesCS3A02G185300
Os01g0268800,TraesCS3D02G189200
Os01g0268900,TraesCS3A02G185400
Os01g0268900,TraesCS3D02G189300
Os01g0268900,TraesCS3B02G215000
Os01g0269000,TraesCS3A02G185500
Os01g0269000,TraesCS3D02G189400
Os01g0269000,TraesCS3B02G215100
Os01g0269800,TraesCS3B02G082900
Os01g0269800,TraesCS3B02G083600
Os01g0269800,TraesCS3B02G081300
Os01g0269800,TraesCS3B02G082500
Os01g0269800,TraesCS3A02G068500
Os01g0269800,TraesCS3B02G082200
Os01g0269800,TraesCS3A02G068300
Os01g0269800,TraesCS3B02G083800
Os01g0269800,TraesCS3A02G068700
Os01g0269800,TraesCS3B02G081500
Os01g0269800,TraesCS3A02G069100
Os01g0269800,TraesCS3A02G069200
Os01g0269800,TraesCS3A02G069300
Os01g0269800,TraesCS3D02G068100
Os01g0269800,TraesCS3B02G083500
Os01g0269800,TraesCS3A02G068900
Os01g0269800,TraesCS3B02G082000
Os01g0269800,TraesCS3B02G082400
Os01g0269800,TraesCS3A02G069800
Os01g0269800,TraesCS3B02G081700
Os01g0269800,TraesCS3A02G068600
Os01g0269800,TraesCS3B02G081600
Os01g0269800,TraesCS3B02G081900
Os01g0269800,TraesCS3D02G068200
Os01g0269800,TraesCS2B02G607700
Os01g0269800,TraesCS3D02G068800
Os01g0269800,TraesCS3A02G068200
Os01g0269800,TraesCS3B02G083700
Os01g0269800,TraesCS3B02G082800
Os01g0269800,TraesCS3A02G068800
Os01g0269800,TraesCS3B02G081400
Os01g0270100,TraesCS3D02G189800
Os01g0270100,TraesCS3A02G185800
Os01g0270100,TraesCS3B02G215400
Os01g0270300,TraesCS3B02G215500
Os01g0270300,TraesCS3A02G185900
Os01g0270300,TraesCS3D02G189900
Os01g0271000,TraesCS3A02G186100
Os01g0271000,TraesCS3B02G215700
Os01g0271000,TraesCS3D02G190100
Os01g0271200,TraesCS3B02G215800
Os01g0271200,TraesCS1D02G375300
Os01g0271200,TraesCS1D02G345600
Os01g0271200,TraesCS1A02G369400
Os01g0271200,TraesCS3D02G190200
Os01g0271200,TraesCS1B02G388100
Os01g0271200,TraesCS3A02G186200
Os01g0271200,TraesCS1A02G343800
Os01g0271200,TraesCS1B02G356800
Os01g0271400,TraesCS3D02G191100
Os01g0271400,TraesCS3B02G216800
Os01g0271400,TraesCS3A02G187300
Os01g0272600,TraesCS3A02G187000
Os01g0272600,TraesCS3B02G216400
Os01g0272600,TraesCS3D02G190800
Os01g0273100,TraesCS3A02G186500
Os01g0273100,TraesCS3D02G190400
Os01g0273100,TraesCS3B02G216000
Os01g0273300,TraesCS3B02G215900
Os01g0273300,TraesCS3A02G186400
Os01g0273300,TraesCS3D02G190300
Os01g0273500,TraesCS3B02G216900
Os01g0273500,TraesCS3A02G187500
Os01g0273500,TraesCS3D02G191200
Os01g0274500,TraesCS3A02G187600
Os01g0274500,TraesCS3B02G217000
Os01g0274500,TraesCS3D02G191300
Os01g0274800,TraesCS3D02G191400
Os01g0274800,TraesCS3A02G187800
Os01g0274800,TraesCS3B02G217100
Os01g0275600,TraesCS3B02G217300
Os01g0275600,TraesCS3D02G191600
Os01g0275600,TraesCS3A02G188400
Os01g0275900,TraesCS3D02G191700
Os01g0275900,TraesCS3B02G217400
Os01g0275900,TraesCS3A02G188000
Os01g0276000,TraesCS3B02G217500
Os01g0276000,TraesCS3D02G191800
Os01g0276000,TraesCS3A02G187900
Os01g0276100,TraesCS2D02G562600
Os01g0276100,TraesCS2A02G591600
Os01g0276100,TraesCS6B02G235000
Os01g0276100,TraesCS6A02G198200
Os01g0276100,TraesCS2B02G592100
Os01g0276100,TraesCS6D02G183400
Os01g0276200,TraesCS3D02G192000
Os01g0276200,TraesCS3B02G217800
Os01g0276200,TraesCS3A02G188600
Os01g0276400,TraesCS3B02G218100
Os01g0276400,TraesCS3A02G189100
Os01g0276400,TraesCS3D02G192400
Os01g0276500,TraesCS3B02G218200
Os01g0276500,TraesCS3D02G192500
Os01g0276500,TraesCS3A02G189000
Os01g0276700,TraesCS3A02G189300
Os01g0276700,TraesCS3B02G218500
Os01g0276700,TraesCS3D02G192800
Os01g0276900,TraesCS3D02G193000
Os01g0276900,TraesCS3B02G218700
Os01g0276900,TraesCS3A02G189500
Os01g0277500,TraesCS3D02G193100
Os01g0277500,TraesCS3A02G189600
Os01g0277600,TraesCS3A02G189700
Os01g0277600,TraesCS3B02G218800
Os01g0277600,TraesCS3D02G193200
Os01g0278600,TraesCS7B02G342900
Os01g0278600,TraesCS2D02G531400
Os01g0278900,TraesCS3B02G219400
Os01g0278900,TraesCS3A02G191400
Os01g0278900,TraesCS3D02G194000
Os01g0278950,TraesCS7A02G037500
Os01g0278950,TraesCS3B02G219500
Os01g0278950,TraesCS3A02G191500
Os01g0278950,TraesCS3D02G194100
Os01g0279000,TraesCS3A02G191600
Os01g0279000,TraesCS3B02G219600
Os01g0279000,TraesCS3D02G194200
Os01g0279400,TraesCS3A02G191000
Os01g0279400,TraesCS5D02G544200
Os01g0279400,TraesCS3A02G395100
Os01g0279400,TraesCS5B02G542800
Os01g0279400,TraesCS5D02G545000
Os01g0279400,TraesCS5B02G542900
Os01g0279400,TraesCS3B02G220000
Os01g0279400,TraesCS4A02G329200
Os01g0279400,TraesCS3D02G194600
Os01g0280400,TraesCS3D02G195000
Os01g0280400,TraesCS3B02G220600
Os01g0280400,TraesCS3A02G191200
Os01g0281000,TraesCS3D02G195100
Os01g0281000,TraesCS3B02G220900
Os01g0281000,TraesCS3A02G192000
Os01g0281600,TraesCS3A02G132300
Os01g0281600,TraesCS3D02G148500
Os01g0281600,TraesCS3B02G167200
Os01g0282800,TraesCS1A02G258800
Os01g0282800,TraesCS1A02G101000
Os01g0282800,TraesCS1B02G320800
Os01g0282800,TraesCS5A02G443500
Os01g0282800,TraesCS1D02G309200
Os01g0282800,TraesCS1B02G269400
Os01g0282800,TraesCS1D02G258800
Os01g0282800,TraesCS1A02G309700
Os01g0283000,TraesCS3A02G177000
Os01g0283000,TraesCS3D02G183600
Os01g0283000,TraesCS3B02G208000
Os01g0283100,TraesCS3D02G199500
Os01g0283100,TraesCS3B02G224000
Os01g0283100,TraesCS3A02G193500
Os01g0283100,TraesCS7A02G107200
Os01g0283100,TraesCS7D02G101600
Os01g0283100,TraesCS7B02G005800
Os01g0283500,TraesCS1A02G248200
Os01g0283500,TraesCS3A02G182700
Os01g0283500,TraesCS1B02G258700
Os01g0283500,TraesCS3D02G187100
Os01g0283500,TraesCS1D02G247600
Os01g0283500,TraesCS3B02G212700
Os01g0284500,TraesCSU02G088800
Os01g0284500,TraesCS6B02G420800
Os01g0284500,TraesCS6D02G367800
Os01g0284500,TraesCS6A02G382900
Os01g0284500,TraesCS6B02G421300
Os01g0284500,TraesCS6D02G367700
Os01g0284500,TraesCS6D02G366900
Os01g0284500,TraesCS6B02G420700
Os01g0284500,TraesCS6B02G422000
Os01g0284500,TraesCS6B02G422100
Os01g0284500,TraesCS6A02G382000
Os01g0284500,TraesCS6A02G382200
Os01g0284500,TraesCS6B02G421200
Os01g0284500,TraesCS6D02G366700
Os01g0284500,TraesCS6D02G367000
Os01g0284500,TraesCS6A02G382100
Os01g0284500,TraesCS6A02G383000
Os01g0284700,TraesCS3D02G159000
Os01g0284700,TraesCS3B02G178000
Os01g0284700,TraesCS3A02G151100
Os01g0284900,TraesCS3D02G175600
Os01g0284900,TraesCS3A02G166100
Os01g0284900,TraesCS3B02G199800
Os01g0286000,TraesCS3D02G158000
Os01g0286000,TraesCS3A02G150100
Os01g0286000,TraesCS3B02G177100
Os01g0286600,TraesCS5D02G055700
Os01g0286600,TraesCS5B02G049800
Os01g0286600,TraesCS5A02G045700
Os01g0287600,TraesCS3D02G141900
Os01g0287600,TraesCS3A02G312500
Os01g0287600,TraesCS3B02G159700
Os01g0290000,TraesCS7B02G278500
Os01g0290000,TraesCS7A02G377200
Os01g0290000,TraesCS7D02G373500
Os01g0292900,TraesCS7B02G115200
Os01g0292900,TraesCS7A02G208000
Os01g0292900,TraesCS7D02G210400
Os01g0293200,TraesCS2D02G355800
Os01g0293200,TraesCS2B02G376200
Os01g0293200,TraesCS2A02G357000
Os01g0294700,TraesCS7A02G474200
Os01g0294700,TraesCS7D02G461200
Os01g0294700,TraesCS7B02G375600
Os01g0295700,TraesCS5B02G082500
Os01g0295700,TraesCS5A02G076600
Os01g0295700,TraesCS5D02G089900
Os01g0295900,TraesCS3D02G149500
Os01g0295900,TraesCS3A02G133300
Os01g0295900,TraesCS5D02G090000
Os01g0295900,TraesCS5B02G082600
Os01g0295900,TraesCS5A02G076800
Os01g0295900,TraesCS5B02G083500
Os01g0295900,TraesCS3B02G166200
Os01g0297200,TraesCS7A02G318900
Os01g0298400,TraesCS3D02G413700
Os01g0298400,TraesCS3B02G453300
Os01g0298400,TraesCS3A02G418100
Os01g0299300,TraesCS3A02G146100
Os01g0299300,TraesCS3B02G173200
Os01g0299300,TraesCS3D02G155000
Os01g0299400,TraesCS4A02G267100
Os01g0299400,TraesCS6A02G035400
Os01g0299400,TraesCS4D02G047200
Os01g0299400,TraesCS3D02G154700
Os01g0299400,TraesCS4B02G047200
Os01g0299400,TraesCS3A02G145900
Os01g0299400,TraesCS6D02G040900
Os01g0299400,TraesCS3B02G173000
Os01g0299400,TraesCS6B02G049700
Os01g0299400,TraesCS3D02G154800
Os01g0300200,TraesCS7A02G409800
Os01g0300200,TraesCS3D02G195700
Os01g0300200,TraesCS7B02G309200
Os01g0300200,TraesCS7D02G403000
Os01g0300200,TraesCS3B02G221800
Os01g0300200,TraesCS3A02G193900
Os01g0300600,TraesCS3B02G232500
Os01g0300600,TraesCS3A02G196900
Os01g0300600,TraesCS3D02G205400
Os01g0300900,TraesCS3A02G192200
Os01g0300900,TraesCS3D02G195400
Os01g0300900,TraesCS3B02G221000
Os01g0301000,TraesCS2D02G553300
Os01g0301000,TraesCS7A02G481000
Os01g0301000,TraesCS2B02G584000
Os01g0301000,TraesCS2A02G552700
Os01g0303200,TraesCS3D02G201000
Os01g0303200,TraesCS3A02G199300
Os01g0303200,TraesCS3B02G232100
Os01g0303600,TraesCS1B02G219700
Os01g0303600,TraesCS1D02G209400
Os01g0303600,TraesCS1A02G206100
Os01g0304000,TraesCS1B02G240000
Os01g0304000,TraesCS1D02G227300
Os01g0304300,TraesCS1D02G341800
Os01g0304300,TraesCS1A02G339800
Os01g0304300,TraesCS1B02G352100
Os01g0304400,TraesCS5A02G207600
Os01g0304400,TraesCS5B02G205900
Os01g0304400,TraesCS5D02G213700
Os01g0305900,TraesCS3D02G468400
Os01g0305900,TraesCS7A02G165700
Os01g0305900,TraesCS4D02G319700
Os01g0305900,TraesCS4D02G224500
Os01g0305900,TraesCS4D02G319800
Os01g0305900,TraesCS4B02G323300
Os01g0305900,TraesCS5A02G495500
Os01g0305900,TraesCS7D02G166500
Os01g0305900,TraesCS3B02G515900
Os01g0305900,TraesCS7B02G070400
Os01g0306400,TraesCS2B02G512700
Os01g0306400,TraesCS2A02G486100
Os01g0306800,TraesCS5B02G157200
Os01g0306800,TraesCS5D02G164500
Os01g0306800,TraesCS5A02G159400
Os01g0311500,TraesCS1B02G275700
Os01g0311500,TraesCS1A02G265000
Os01g0311500,TraesCS1D02G265200
Os01g0311800,TraesCS1A02G263900
Os01g0311800,TraesCS1D02G264000
Os01g0311800,TraesCS1B02G274500
Os01g0314000,TraesCS3A02G383000
Os01g0314000,TraesCS4B02G195500
Os01g0314000,TraesCS4D02G195900
Os01g0314100,TraesCS2A02G074700
Os01g0314100,TraesCS2D02G073400
Os01g0314800,TraesCS3A02G396100
Os01g0314800,TraesCS3D02G390100
Os01g0314800,TraesCS3B02G428100
Os01g0316500,TraesCS3A02G196100
Os01g0316900,TraesCS7D02G389800
Os01g0316900,TraesCS7A02G394400
Os01g0316900,TraesCS7B02G296400
Os01g0317800,TraesCS4B02G051000
Os01g0317800,TraesCS4D02G051100
Os01g0317800,TraesCS4A02G263500
Os01g0319000,TraesCS2D02G373700
Os01g0319000,TraesCS2A02G377100
Os01g0319000,TraesCS5A02G486000
Os01g0319000,TraesCS5A02G322400
Os01g0319000,TraesCS5A02G485900
Os01g0319000,TraesCS5B02G499800
Os01g0319000,TraesCS5B02G499700
Os01g0319000,TraesCS5D02G500000
Os01g0319000,TraesCS2B02G394300
Os01g0319000,TraesCS5D02G499900
Os01g0321300,TraesCS3B02G222700
Os01g0321300,TraesCS3A02G198400
Os01g0321300,TraesCS3D02G196700
Os01g0323000,TraesCS3B02G193200
Os01g0323000,TraesCS3D02G169000
Os01g0323000,TraesCS3A02G161800
Os01g0323300,TraesCS3D02G195800
Os01g0323300,TraesCS3B02G221600
Os01g0323300,TraesCS3A02G194000
Os01g0323600,TraesCS2D02G042300
Os01g0326000,TraesCS7A02G089700
Os01g0326000,TraesCS4A02G389000
Os01g0326000,TraesCS7D02G084900
Os01g0326100,TraesCS7A02G339700
Os01g0326100,TraesCS7B02G251200
Os01g0326300,TraesCS7A02G089700
Os01g0326300,TraesCS4A02G389000
Os01g0326300,TraesCS7D02G084900
Os01g0327100,TraesCS7B02G251100
Os01g0327100,TraesCS7A02G339600
Os01g0327100,TraesCS7D02G347300
Os01g0327400,TraesCS7A02G339700
Os01g0327400,TraesCS7B02G251200
Os01g0327900,TraesCS3B02G150800
Os01g0327900,TraesCS3D02G132800
Os01g0327900,TraesCS3D02G132300
Os01g0327900,TraesCS3D02G132600
Os01g0327900,TraesCS3D02G132200
Os01g0327900,TraesCS3B02G150700
Os01g0327900,TraesCS3B02G150600
Os01g0327900,TraesCS1A02G019100
Os01g0327900,TraesCS3A02G307300
Os01g0327900,TraesCS3D02G132100
Os01g0328300,TraesCS3B02G150800
Os01g0328300,TraesCS3D02G132800
Os01g0328300,TraesCS3D02G132300
Os01g0328300,TraesCS3D02G132600
Os01g0328300,TraesCS3D02G132200
Os01g0328300,TraesCS3B02G150700
Os01g0328300,TraesCS3B02G150600
Os01g0328300,TraesCS1A02G019100
Os01g0328300,TraesCS3A02G307300
Os01g0328300,TraesCS3D02G132100
Os01g0328400,TraesCS1A02G397400
Os01g0328400,TraesCS1D02G405400
Os01g0328400,TraesCS1A02G105400
Os01g0328400,TraesCS1B02G425700
Os01g0328400,TraesCS1A02G397500
Os01g0328400,TraesCS1D02G109800
Os01g0328400,TraesCS1B02G130900
Os01g0328700,TraesCS1D02G067500
Os01g0328700,TraesCS1A02G066400
Os01g0328700,TraesCS1B02G084700
Os01g0328900,TraesCS1B02G084600
Os01g0328900,TraesCS1D02G067400
Os01g0328900,TraesCS1A02G066300
Os01g0329400,TraesCS2D02G159100
Os01g0329400,TraesCS2B02G178800
Os01g0329400,TraesCS2A02G153700
Os01g0329800,TraesCS3A02G199100
Os01g0329800,TraesCS3B02G232300
Os01g0329800,TraesCS3D02G199400
Os01g0329900,TraesCSU02G110500
Os01g0329900,TraesCS6A02G051500
Os01g0329900,TraesCS6B02G068700
Os01g0331100,TraesCS2B02G456700
Os01g0331100,TraesCS2A02G436500
Os01g0331100,TraesCS2D02G433400
Os01g0332100,TraesCS3B02G232600
Os01g0332100,TraesCS3D02G200800
Os01g0332100,TraesCS3A02G195400
Os01g0332500,TraesCS3D02G172900
Os01g0335700,TraesCS7B02G399500
Os01g0335700,TraesCS7D02G479900
Os01g0335700,TraesCS7D02G479800
Os01g0335700,TraesCS7B02G399700
Os01g0335700,TraesCSU02G203800
Os01g0337500,TraesCS1B02G264600
Os01g0337500,TraesCS1D02G253200
Os01g0337500,TraesCS1A02G253600
Os01g0338000,TraesCS3A02G193800
Os01g0338000,TraesCS3D02G196200
Os01g0338000,TraesCS3B02G221700
Os01g0338200,TraesCS3B02G223600
Os01g0338200,TraesCS3D02G199200
Os01g0338200,TraesCS3A02G192900
Os01g0338600,TraesCS7B02G290900
Os01g0338600,TraesCS7D02G384900
Os01g0338600,TraesCS7A02G389000
Os01g0341000,TraesCS5A02G470900
Os01g0341000,TraesCS5D02G483600
Os01g0341000,TraesCS5D02G483500
Os01g0341000,TraesCS5A02G471100
Os01g0341200,TraesCS5A02G470900
Os01g0341200,TraesCS5D02G483600
Os01g0341200,TraesCS5D02G483500
Os01g0341200,TraesCS5A02G471100
Os01g0342750,TraesCS3B02G306400
Os01g0342750,TraesCS3D02G272200
Os01g0342750,TraesCS3A02G272800
Os01g0343100,TraesCS1D02G016000
Os01g0343100,TraesCS6D02G317600
Os01g0343100,TraesCS2D02G559600
Os01g0343100,TraesCS1B02G020800
Os01g0343100,TraesCS1B02G363600
Os01g0343100,TraesCS5D02G041300
Os01g0343100,TraesCS3D02G399800
Os01g0343100,TraesCS3B02G519800
Os01g0343100,TraesCS1A02G349300
Os01g0343100,TraesCS3A02G477200
Os01g0343100,TraesCS3D02G471800
Os01g0343100,TraesCS2B02G604200
Os01g0343100,TraesCS2A02G565000
Os01g0343100,TraesCS6B02G367700
Os01g0343100,TraesCS3B02G438100
Os01g0346700,TraesCS1A02G250400
Os01g0346700,TraesCS1D02G250000
Os01g0346700,TraesCS1B02G261000
Os01g0347000,TraesCS7A02G533600
Os01g0347000,TraesCS7B02G450800
Os01g0347000,TraesCS7D02G521000
Os01g0347100,TraesCS7A02G250700
Os01g0347100,TraesCS7D02G249400
Os01g0347100,TraesCS7B02G140400
Os01g0347200,TraesCS2D02G578800
Os01g0347200,TraesCS1A02G022700
Os01g0347200,TraesCS1A02G023000
Os01g0347200,TraesCS1B02G093200
Os01g0348600,TraesCS3A02G086700
Os01g0348600,TraesCS3D02G086900
Os01g0348600,TraesCS3B02G102100
Os01g0349400,TraesCS3B02G226800
Os01g0349400,TraesCS3D02G199300
Os01g0349400,TraesCS3A02G195500
Os01g0351200,TraesCS7A02G414700
Os01g0351200,TraesCS6B02G410300
Os01g0351200,TraesCS7B02G314600
Os01g0351200,TraesCS7D02G407800
Os01g0351800,TraesCS4D02G363300
Os01g0351800,TraesCS4D02G363100
Os01g0351800,TraesCS3B02G592000
Os01g0351800,TraesCS4B02G374100
Os01g0351800,TraesCS5A02G539800
Os01g0351800,TraesCS4D02G363000
Os01g0351800,TraesCS3A02G524700
Os01g0351800,TraesCS5A02G539700
Os01g0351800,TraesCS4B02G374200
Os01g0351800,TraesCS4B02G374300
Os01g0351800,TraesCS4D02G363200
Os01g0351800,TraesCS3D02G529900
Os01g0352100,TraesCS4D02G363300
Os01g0352100,TraesCS4D02G363100
Os01g0352100,TraesCS3B02G592000
Os01g0352100,TraesCS4B02G374100
Os01g0352100,TraesCS5A02G539800
Os01g0352100,TraesCS4D02G363000
Os01g0352100,TraesCS3A02G524700
Os01g0352100,TraesCS5A02G539700
Os01g0352100,TraesCS4B02G374200
Os01g0352100,TraesCS4B02G374300
Os01g0352100,TraesCS4D02G363200
Os01g0352100,TraesCS3D02G529900
Os01g0354200,TraesCS1A02G416000
Os01g0354200,TraesCS1B02G446300
Os01g0354200,TraesCS1D02G423500
Os01g0356400,TraesCS5A02G467600
Os01g0356400,TraesCS5D02G480600
Os01g0356400,TraesCS5B02G479900
Os01g0357100,TraesCS6D02G313100
Os01g0357100,TraesCS6B02G364600
Os01g0357100,TraesCS6A02G333900
Os01g0357800,TraesCS7B02G289300
Os01g0357800,TraesCS7D02G383000
Os01g0357900,TraesCS1B02G371600
Os01g0357900,TraesCS1D02G360000
Os01g0357900,TraesCS1A02G351300
Os01g0358100,TraesCS1B02G371600
Os01g0358100,TraesCS1D02G360000
Os01g0358100,TraesCS1A02G351300
Os01g0358300,TraesCS3D02G120500
Os01g0358300,TraesCS3A02G118600
Os01g0358300,TraesCS3B02G137700
Os01g0358700,TraesCS7A02G535400
Os01g0358700,TraesCS1D02G006500
Os01g0358700,TraesCS3B02G588000
Os01g0358700,TraesCS1A02G009600
Os01g0358700,TraesCS7A02G534600
Os01g0358700,TraesCS1A02G008300
Os01g0358700,TraesCS1B02G014900
Os01g0358700,TraesCS3B02G588100
Os01g0358700,TraesCS1D02G009300
Os01g0358700,TraesCSU02G059200
Os01g0358700,TraesCS1B02G012200
Os01g0358700,TraesCS3B02G589800
Os01g0358700,TraesCSU02G059300
Os01g0358700,TraesCS3B02G587600
Os01g0358700,TraesCS7B02G452000
Os01g0358700,TraesCS1B02G016000
Os01g0358700,TraesCS1D02G000100
Os01g0358700,TraesCS7B02G451700
Os01g0358700,TraesCSU02G135500
Os01g0358700,TraesCS1D02G009406
Os01g0358700,TraesCS1B02G011800
Os01g0358700,TraesCS7B02G453500
Os01g0358700,TraesCS7B02G452900
